"id"	"蛋氨酸"	"科名"	"小穗形"	"品种名称"	"谷氨酸"	"内稃色"	"棕榈酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"总和"	"油酸"	"有效分蘖"	"亚麻酸"	"外稃色"	"省"	"生育日数"	"保存编号"	"保存单位"	"亚油酸"	"幼苗习性"	"卵块"	"旗叶叶相"	"占脂肪酸"	"统一编号"	"主穗长"	"苯丙氨酸"	"学名"	"脂肪"	"胱氨酸"	"组氨酸"	"倒伏性"	"蛋白质"	"芒颜色"	"样品类型"	"亮氨酸"	"库编号"	"主穗小穗数"	"原产地"	"黑穗病率"	"不饱脂肪酸"	"甘氨酸"	"芒形状"	"蚜虫"	"氨"	"幼虫"	"主穗粒重"	"缬氨酸"	"黑穗病抗性"	"色氨酸"	"单株粒重"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"皮裸"	"千粒重"	"丝氨酸"	"属名"	"译名"	"幼苗颜色"	"粒型"	"抗旱性"	"红叶病抗性"	"轮层数"	"株高"	"穗形"	"异亮氨酸"	"红叶病病级"
"151"	"0.35"	"Gramineae(禾本科)"	"串铃"	"小莜麦"	"4.46"	"褐黄"	"--"	"1.54"	"1.41"	"0.67"	"0.91"	"19.10"	"--"	"3.4"	"--"	"黄"	"内蒙古"	"100"	"N0001078"	"--"	"36.38"	"中"	"2.9"	"上举"	"--"	"ZY000133"	"20.0"	"1.06"	"Avena nuda L.(裸燕麦)"	"6.55"	"0.34"	"0.45"	"中抗"	"15.34"	"--"	"地方"	"1.51"	"I1F00073"	"26.50"	"内蒙古武川"	"90.5"	"--"	"0.94"	"--"	"7"	"0.61"	"76.3"	"0.8"	"1.07"	"--"	"0.31"	"2.0"	"黄"	"0.79"	"0.80"	"0.77"	"裸"	"16.60"	"0.93"	"Avena(燕麦属)"	"XIAO YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"7.9"	"109.3"	"周散"	"0.79"	"2"
"152"	"0.49"	"Gramineae(禾本科)"	"串铃"	"小莜麦"	"3.51"	"黄"	"29.22"	"1.33"	"1.27"	"0.56"	"0.83"	"16.23"	"32.55"	"2.1"	"--"	"黄"	"内蒙古"	"91"	"N0001107"	"--"	"--"	"匍伏"	"--"	"下披"	"38.23"	"ZY000162"	"21.6"	"0.91"	"Avena nuda L.(裸燕麦)"	"6.72"	"0.22"	"0.39"	"低抗"	"14.44"	"--"	"地方"	"1.28"	"I1F00101"	"27.90"	"内蒙古化德"	"96.3"	"54.01"	"0.82"	"--"	"3"	"0.32"	"163.9"	"0.8"	"0.98"	"--"	"0.27"	"1.7"	"黄"	"0.68"	"0.53"	"0.71"	"裸"	"15.70"	"0.71"	"Avena(燕麦属)"	"XIAO YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"6.5"	"106.5"	"周散"	"0.74"	"1"
"153"	"0.33"	"Gramineae(禾本科)"	"串铃"	"莜麦"	"4.10"	"褐"	"--"	"1.37"	"1.28"	"0.59"	"0.84"	"17.41"	"--"	"3.1"	"--"	"黄"	"内蒙古"	"101"	"N0001120"	"--"	"39.89"	"匍伏"	"1.8"	"下披"	"--"	"ZY000174"	"25.2"	"1.00"	"Avena nuda L.(裸燕麦)"	"6.35"	"0.32"	"0.42"	"低抗"	"15.22"	"--"	"地方"	"1.36"	"I1F00113"	"27.20"	"内蒙古赤峰"	"98.4"	"--"	"0.86"	"--"	"7"	"0.46"	"52.2"	"1.1"	"1.02"	"--"	"0.29"	"3.3"	"褐"	"0.71"	"0.69"	"0.72"	"裸"	"20.70"	"0.78"	"Avena(燕麦属)"	"YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"6.8"	"130.0"	"周散"	"0.73"	"1"
"154"	"0.19"	"Gramineae(禾本科)"	"串铃"	"克5大粒莜麦"	"4.28"	"黄"	"--"	"1.59"	"1.39"	"0.66"	"0.91"	"18.62"	"--"	"3.4"	"--"	"黄"	"内蒙古"	"96"	"N0001134"	"--"	"45.85"	"中"	"1.8"	"下披"	"--"	"ZY000188"	"25.5"	"1.07"	"Avena nuda L.(裸燕麦)"	"5.18"	"0.39"	"0.44"	"中抗"	"15.38"	"--"	"地方"	"1.45"	"I1F00127"	"33.90"	"内蒙古"	"84.4"	"--"	"0.94"	"--"	"3"	"0.55"	"50.4"	"1.1"	"1.07"	"--"	"0.28"	"3.6"	"黄"	"0.73"	"0.80"	"0.79"	"裸"	"16.00"	"0.85"	"Avena(燕麦属)"	"KE 5 DA LI YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"6.7"	"124.6"	"周散"	"0.79"	"1"
"155"	"0.46"	"Gramineae(禾本科)"	"串铃"	"克7小粒莜麦"	"2.97"	"黄"	"36.00"	"1.17"	"1.15"	"0.50"	"0.76"	"14.66"	"24.81"	"4.1"	"--"	"黄"	"内蒙古"	"98"	"N0001152"	"--"	"--"	"中"	"0.9"	"下披"	"39.19"	"ZY000206"	"22.1"	"0.83"	"Avena nuda L.(裸燕麦)"	"3.44"	"0.25"	"0.34"	"低抗"	"14.36"	"--"	"地方"	"1.17"	"I1F00145"	"25.90"	"内蒙古"	"79.4"	"61.23"	"0.75"	"--"	"5"	"0.34"	"142.1"	"0.9"	"0.93"	"--"	"0.22"	"3.5"	"褐"	"0.65"	"0.54"	"0.65"	"裸"	"16.00"	"0.64"	"Avena(燕麦属)"	"KE 7 XIAO LI YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"7.4"	"121.8"	"周散"	"0.68"	"1"
"156"	"0.36"	"Gramineae(禾本科)"	"串铃"	"燕麦 ＃9"	"4.14"	"褐"	"--"	"1.49"	"1.33"	"0.56"	"0.87"	"17.96"	"--"	"3.1"	"--"	"黄"	"内蒙古"	"99"	"N0001169"	"--"	"41.57"	"中"	"--"	"平展"	"--"	"ZY000223"	"24.8"	"1.07"	"Avena nuda L.(裸燕麦)"	"5.93"	"0.41"	"0.43"	"低抗"	"13.35"	"--"	"地方"	"1.39"	"I1F00161"	"30.70"	"内蒙古"	"96.3"	"--"	"0.88"	"--"	"7"	"0.51"	"25.0"	"1.1"	"1.00"	"--"	"0.24"	"3.6"	"褐"	"0.69"	"0.67"	"0.73"	"裸"	"20.80"	"0.87"	"Avena(燕麦属)"	"YAN MAI ＃9"	"淡绿"	"纺锤"	"低抗"	"--"	"7.2"	"132.1"	"周散"	"0.74"	"1"
"157"	"0.33"	"Gramineae(禾本科)"	"串铃"	"燕麦 ＃10"	"4.29"	"褐黄"	"--"	"1.55"	"1.44"	"0.69"	"0.91"	"18.77"	"--"	"3.8"	"--"	"黄"	"内蒙古"	"96"	"N0001170"	"--"	"40.08"	"中"	"0.3"	"平展"	"--"	"ZY000224"	"21.7"	"1.12"	"Avena nuda L.(裸燕麦)"	"5.27"	"0.44"	"0.46"	"低抗"	"14.43"	"--"	"地方"	"1.44"	"I1F00162"	"22.30"	"内蒙古"	"86.6"	"--"	"0.91"	"--"	"5"	"0.52"	"36.5"	"0.9"	"1.03"	"--"	"0.30"	"3.4"	"褐"	"0.73"	"0.66"	"0.77"	"裸"	"20.00"	"0.92"	"Avena(燕麦属)"	"YAN MAI ＃10"	"淡绿"	"长圆"	"低抗"	"--"	"6.5"	"119.9"	"周散"	"0.78"	"1"
"158"	"0.58"	"Gramineae(禾本科)"	"串铃"	"宁2本地莜麦"	"3.28"	"褐黄"	"31.25"	"1.20"	"1.18"	"0.53"	"0.77"	"15.48"	"31.25"	"1.5"	"--"	"黄"	"内蒙古"	"99"	"N0001178"	"--"	"--"	"中"	"0.9"	"上举"	"37.50"	"ZY000232"	"29.2"	"0.86"	"Avena nuda L.(裸燕麦)"	"5.02"	"0.28"	"0.36"	"中抗"	"16.40"	"--"	"地方"	"1.22"	"I1F00170"	"45.10"	"内蒙古宁城"	"--"	"54.55"	"0.76"	"--"	"7"	"0.27"	"113.4"	"1.1"	"0.95"	"--"	"0.26"	"2.4"	"褐"	"0.67"	"0.51"	"0.67"	"裸"	"19.70"	"0.70"	"Avena(燕麦属)"	"NING 2 BEN DI YOU MAI"	"绿"	"纺锤"	"--"	"--"	"5.3"	"127.9"	"周散"	"0.70"	"1"
"159"	"0.32"	"Gramineae(禾本科)"	"串铃"	"石井大粒"	"3.76"	"黄"	"35.74"	"1.36"	"1.22"	"0.58"	"0.80"	"16.63"	"27.50"	"1.3"	"--"	"淡黄"	"内蒙古"	"93"	"N0001185"	"--"	"--"	"中"	"2.8"	"下披"	"36.76"	"ZY000239"	"24.1"	"0.96"	"Avena nuda L.(裸燕麦)"	"5.25"	"0.36"	"0.39"	"中抗"	"17.37"	"--"	"地方"	"1.27"	"I1F01445"	"23.70"	"内蒙古克旗"	"--"	"57.21"	"0.83"	"--"	"5"	"0.57"	"86.6"	"0.7"	"0.93"	"--"	"0.23"	"1.3"	"黄"	"0.71"	"0.76"	"0.68"	"裸"	"14.90"	"0.77"	"Avena(燕麦属)"	"SHI JING DA LI"	"绿"	"纺锤"	"--"	"--"	"7.6"	"133.3"	"周散"	"0.70"	"--"
"160"	"0.66"	"Gramineae(禾本科)"	"串铃"	"Ⅶ5_-1-1"	"4.04"	"黑"	"39.93"	"1.40"	"1.33"	"0.59"	"0.85"	"18.20"	"29.40"	"2.3"	"--"	"黄"	"内蒙古"	"90"	"N0001212"	"--"	"--"	"直立"	"--"	"上举"	"30.67"	"ZY000266"	"17.0"	"1.05"	"Avena nuda L.(裸燕麦)"	"7.00"	"0.38"	"0.42"	"高抗"	"16.50"	"--"	"选育"	"1.43"	"I1F00189"	"13.30"	"内蒙古农牧学院"	"--"	"51.06"	"0.87"	"--"	"5"	"0.43"	"50.0"	"0.8"	"1.03"	"--"	"0.26"	"--"	"黄"	"0.79"	"0.72"	"0.73"	"裸"	"21.80"	"0.86"	"Avena(燕麦属)"	"Ⅶ25-1-1"	"深绿"	"纺锤"	"--"	"--"	"6.0"	"100.2"	"周散"	"0.79"	"0"
"161"	"0.31"	"Gramineae(禾本科)"	"串铃"	"莜麦"	"4.06"	"褐黄"	"--"	"1.49"	"1.30"	"0.65"	"0.86"	"17.84"	"--"	"2.5"	"--"	"黄"	"山西"	"86"	"N0002063"	"--"	"39.94"	"匍伏"	"0.6"	"平展"	"--"	"ZY000301"	"22.9"	"1.06"	"Avena nuda L.(裸燕麦)"	"6.07"	"0.45"	"0.43"	"中抗"	"16.03"	"--"	"地方"	"1.39"	"I1F00262"	"33.10"	"晋忻县"	"97.0"	"--"	"0.90"	"--"	"7"	"0.52"	"52.8"	"1.3"	"0.99"	"--"	"0.27"	"3.8"	"黄"	"0.71"	"0.60"	"0.73"	"裸"	"18.70"	"0.90"	"Avena(燕麦属)"	"YOU MAI"	"淡绿"	"椭圆"	"低抗"	"--"	"6.0"	"111.7"	"周散"	"0.74"	"2"
"162"	"0.39"	"Gramineae(禾本科)"	"串铃"	"莜麦"	"4.27"	"褐"	"--"	"1.53"	"1.38"	"0.66"	"0.91"	"18.74"	"--"	"1.8"	"--"	"黄"	"山西"	"95"	"N0002068"	"--"	"38.46"	"匍伏"	"1.2"	"下披"	"--"	"ZY000306"	"21.7"	"1.08"	"Avena nuda L.(裸燕麦)"	"5.45"	"0.47"	"0.45"	"低抗"	"16.17"	"--"	"地方"	"1.45"	"I1F00267"	"19.70"	"晋五寨"	"98.0"	"--"	"0.93"	"--"	"7"	"0.52"	"40.8"	"0.9"	"1.05"	"--"	"0.26"	"2.5"	"黄"	"0.77"	"0.67"	"0.77"	"裸"	"23.70"	"0.91"	"Avena(燕麦属)"	"YOU MAI"	"淡绿"	"长圆"	"中抗"	"--"	"7.2"	"117.1"	"周散"	"0.79"	"1"
"163"	"0.40"	"Gramineae(禾本科)"	"串铃"	"莜麦"	"4.32"	"黄"	"--"	"1.57"	"1.41"	"0.68"	"0.91"	"19.00"	"--"	"4.0"	"--"	"黄"	"山西"	"88"	"N0002078"	"--"	"41.98"	"匍伏"	"0.6"	"平展"	"--"	"ZY000316"	"22.0"	"1.11"	"Avena nuda L.(裸燕麦)"	"5.79"	"0.45"	"0.45"	"低抗"	"16.61"	"--"	"地方"	"1.48"	"I1F00277"	"29.40"	"晋"	"99.3"	"--"	"0.95"	"--"	"--"	"0.49"	"31.5"	"1.1"	"1.07"	"--"	"0.29"	"4.3"	"黄"	"0.76"	"0.67"	"0.77"	"裸"	"15.90"	"0.92"	"Avena(燕麦属)"	"YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"5.6"	"114.5"	"周散"	"0.79"	"2"
"164"	"0.34"	"Gramineae(禾本科)"	"串铃"	"小莜麦"	"4.39"	"褐"	"--"	"1.58"	"1.43"	"0.66"	"0.94"	"19.05"	"--"	"4.7"	"--"	"黄"	"山西"	"99"	"N0002132"	"--"	"42.47"	"匍伏"	"0.3"	"平展"	"--"	"ZY000370"	"23.2"	"1.09"	"Avena nuda L.(裸燕麦)"	"6.97"	"0.31"	"0.45"	"低抗"	"14.80"	"--"	"地方"	"1.48"	"I1F00331"	"45.20"	"晋平鲁"	"96.5"	"--"	"0.95"	"--"	"7"	"0.56"	"42.6"	"1.0"	"1.12"	"--"	"0.28"	"4.8"	"--"	"0.76"	"0.79"	"0.80"	"裸"	"19.30"	"0.86"	"Avena(燕麦属)"	"XIAO YOU MAI"	"淡绿"	"长圆"	"低抗"	"--"	"7.6"	"110.0"	"周散"	"0.82"	"2"
"165"	"0.33"	"Gramineae(禾本科)"	"串铃"	"小莜麦"	"4.36"	"褐"	"--"	"1.58"	"1.39"	"0.67"	"0.92"	"18.82"	"--"	"6.2"	"--"	"黄"	"山西"	"97"	"N0002141"	"--"	"40.06"	"匍伏"	"1.2"	"上举"	"--"	"ZY000379"	"20.0"	"1.07"	"Avena nuda L.(裸燕麦)"	"6.28"	"0.30"	"0.43"	"低抗"	"14.93"	"--"	"地方"	"1.47"	"I1F00340"	"23.00"	"晋大同"	"94.4"	"--"	"0.94"	"--"	"7"	"0.53"	"44.2"	"0.8"	"1.07"	"--"	"0.29"	"3.1"	"黄"	"0.78"	"0.76"	"0.77"	"裸"	"17.30"	"0.89"	"Avena(燕麦属)"	"XIAO YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"7.0"	"105.8"	"周散"	"0.80"	"2"
"166"	"0.38"	"Gramineae(禾本科)"	"串铃"	"元小莜麦"	"4.32"	"褐黄"	"--"	"1.57"	"1.44"	"0.67"	"0.92"	"18.92"	"--"	"4.3"	"--"	"黄"	"山西"	"86"	"N0002217"	"--"	"41.45"	"匍伏"	"3.2"	"下披"	"--"	"ZY000454"	"22.4"	"1.06"	"Avena nuda L.(裸燕麦)"	"5.76"	"0.36"	"0.44"	"低抗"	"17.32"	"--"	"地方"	"1.50"	"I1F00415"	"34.70"	"晋代县"	"93.2"	"--"	"0.95"	"--"	"--"	"0.51"	"260.2"	"1.1"	"1.07"	"--"	"0.24"	"5.1"	"黄"	"0.79"	"0.74"	"0.78"	"裸"	"15.00"	"0.88"	"Avena(燕麦属)"	"YUAN XIAO YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"7.6"	"104.6"	"周散"	"0.81"	"2"
"167"	"0.35"	"Gramineae(禾本科)"	"串铃"	"大明莜麦"	"4.62"	"褐"	"--"	"1.66"	"1.51"	"0.70"	"0.97"	"19.91"	"--"	"3.9"	"--"	"黄"	"山西"	"96"	"N0002239"	"--"	"40.39"	"匍伏"	"0.6"	"下披"	"--"	"ZY000476"	"22.3"	"1.14"	"Avena nuda L.(裸燕麦)"	"6.74"	"0.29"	"0.47"	"低抗"	"16.04"	"--"	"地方"	"1.55"	"I1F00437"	"28.80"	"晋石楼"	"98.3"	"--"	"0.99"	"--"	"5"	"0.55"	"106.9"	"1.2"	"1.15"	"--"	"0.29"	"4.3"	"褐"	"0.83"	"0.78"	"0.84"	"裸"	"18.70"	"0.92"	"Avena(燕麦属)"	"DA MING YOU MAI"	"淡绿"	"长圆"	"低抗"	"--"	"6.9"	"120.8"	"周散"	"0.85"	"1"
"168"	"0.35"	"Gramineae(禾本科)"	"串铃"	"大明莜麦"	"4.44"	"褐"	"--"	"1.58"	"1.45"	"0.68"	"0.94"	"19.20"	"--"	"2.8"	"--"	"黄"	"山西"	"98"	"N0002240"	"--"	"41.24"	"匍伏"	"--"	"下披"	"--"	"ZY000477"	"24.3"	"1.11"	"Avena nuda L.(裸燕麦)"	"6.81"	"0.29"	"0.45"	"低抗"	"15.07"	"--"	"地方"	"1.51"	"I1F00438"	"24.30"	"晋石楼"	"98.4"	"--"	"0.96"	"--"	"5"	"0.53"	"102.6"	"0.9"	"1.11"	"--"	"0.26"	"3.0"	"黄"	"0.80"	"0.76"	"0.80"	"裸"	"19.10"	"0.90"	"Avena(燕麦属)"	"DA MING YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"8.1"	"124.8"	"周散"	"0.81"	"1"
"169"	"0.41"	"Gramineae(禾本科)"	"串铃"	"秋莜麦"	"4.17"	"褐黄"	"--"	"1.53"	"1.38"	"0.64"	"0.89"	"18.34"	"--"	"4.5"	"--"	"黄"	"山西"	"90"	"N0002242"	"--"	"42.34"	"匍伏"	"1.2"	"平展"	"--"	"ZY000479"	"25.2"	"1.03"	"Avena nuda L.(裸燕麦)"	"6.81"	"0.29"	"0.43"	"低抗"	"15.78"	"--"	"地方"	"1.44"	"I1F00440"	"38.00"	"晋灵丘"	"95.0"	"--"	"0.91"	"--"	"7"	"0.50"	"137.5"	"1.1"	"1.06"	"--"	"0.29"	"3.9"	"黄"	"0.77"	"0.72"	"0.76"	"裸"	"19.30"	"0.84"	"Avena(燕麦属)"	"QIU YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"6.9"	"120.8"	"周散"	"0.78"	"2"
"170"	"0.41"	"Gramineae(禾本科)"	"串铃"	"秋莜麦"	"4.36"	"褐黄"	"--"	"1.62"	"1.43"	"0.68"	"0.94"	"19.13"	"--"	"2.1"	"--"	"黄"	"山西"	"88"	"N0002243"	"--"	"40.00"	"匍伏"	"1.2"	"平展"	"--"	"ZY000480"	"23.2"	"1.10"	"Avena nuda L.(裸燕麦)"	"3.70"	"0.32"	"0.45"	"低抗"	"16.54"	"--"	"地方"	"1.50"	"I1F00441"	"38.60"	"晋灵丘"	"94.0"	"--"	"0.96"	"--"	"7"	"0.54"	"175.9"	"1.2"	"1.10"	"--"	"0.24"	"3.1"	"黄"	"0.77"	"0.75"	"0.80"	"裸"	"18.20"	"0.88"	"Avena(燕麦属)"	"QIU YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"6.2"	"120.6"	"周散"	"0.82"	"2"
"171"	"0.40"	"Gramineae(禾本科)"	"串铃"	"秋莜麦"	"4.13"	"褐黄"	"--"	"1.53"	"1.37"	"0.64"	"0.88"	"18.12"	"--"	"3.0"	"--"	"黄"	"山西"	"88"	"N0002244"	"--"	"40.23"	"匍伏"	"0.9"	"平展"	"--"	"ZY000481"	"24.2"	"1.02"	"Avena nuda L.(裸燕麦)"	"6.76"	"0.28"	"0.42"	"低抗"	"15.67"	"--"	"地方"	"1.42"	"I1F00442"	"35.50"	"晋灵丘"	"98.6"	"--"	"0.91"	"--"	"7"	"0.52"	"154.2"	"1.4"	"1.07"	"--"	"0.25"	"4.1"	"黄"	"0.75"	"0.69"	"0.76"	"裸"	"16.80"	"0.83"	"Avena(燕麦属)"	"QIU YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"7.1"	"125.8"	"周散"	"0.77"	"2"
"172"	"0.38"	"Gramineae(禾本科)"	"串铃"	"秋莜麦"	"4.41"	"褐"	"--"	"1.65"	"1.48"	"0.69"	"0.96"	"19.47"	"--"	"3.5"	"--"	"黄"	"山西"	"95"	"N0002248"	"--"	"39.78"	"匍伏"	"0.6"	"平展"	"--"	"ZY000485"	"22.9"	"1.09"	"Avena nuda L.(裸燕麦)"	"6.37"	"0.32"	"0.46"	"低抗"	"14.34"	"--"	"地方"	"1.52"	"I1F00446"	"26.60"	"晋应县"	"93.6"	"--"	"0.99"	"--"	"--"	"0.55"	"142.8"	"1.1"	"1.12"	"--"	"0.26"	"4.5"	"褐"	"0.81"	"0.77"	"0.82"	"裸"	"20.30"	"0.91"	"Avena(燕麦属)"	"QIU YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"7.0"	"128.0"	"周散"	"0.83"	"2"
"173"	"0.30"	"Gramineae(禾本科)"	"串铃"	"大日期莜麦"	"3.39"	"褐"	"--"	"1.62"	"1.45"	"0.68"	"0.94"	"19.11"	"--"	"2.4"	"--"	"黄"	"山西"	"96"	"N0002263"	"--"	"43.46"	"匍伏"	"0.9"	"平展"	"--"	"ZY000500"	"22.6"	"1.08"	"Avena nuda L.(裸燕麦)"	"5.95"	"0.33"	"0.46"	"中抗"	"16.41"	"--"	"地方"	"1.48"	"I1F00461"	"27.50"	"晋平鲁"	"96.1"	"--"	"0.96"	"--"	"7"	"0.50"	"114.7"	"0.8"	"1.11"	"--"	"0.30"	"2.7"	"褐"	"0.76"	"0.74"	"0.81"	"裸"	"16.30"	"0.88"	"Avena(燕麦属)"	"DA RI QI YOU MAI"	"淡绿"	"椭圆"	"低抗"	"--"	"7.5"	"112.2"	"周散"	"0.82"	"2"
"174"	"0.36"	"Gramineae(禾本科)"	"串铃"	"大日期莜麦"	"4.59"	"褐"	"--"	"1.67"	"1.52"	"0.69"	"0.99"	"20.05"	"--"	"1.3"	"--"	"黄"	"山西"	"103"	"N0002264"	"--"	"40.39"	"匍伏"	"0.3"	"平展"	"--"	"ZY000501"	"23.5"	"1.14"	"Avena nuda L.(裸燕麦)"	"7.10"	"0.36"	"0.49"	"低抗"	"15.89"	"--"	"地方"	"1.58"	"I1F00462"	"27.80"	"晋朔县"	"98.8"	"--"	"1.02"	"--"	"5"	"0.54"	"96.7"	"1.0"	"1.17"	"--"	"0.28"	"2.5"	"褐"	"0.80"	"0.78"	"0.83"	"裸"	"20.10"	"0.92"	"Avena(燕麦属)"	"DA RI QI YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"6.9"	"133.1"	"周散"	"0.86"	"1"
"175"	"0.64"	"Gramineae(禾本科)"	"串铃"	"阳曲大莜麦"	"3.88"	"褐"	"33.88"	"1.35"	"1.23"	"0.59"	"0.82"	"17.54"	"32.64"	"3.0"	"--"	"黄"	"山西"	"92"	"N0002415"	"--"	"--"	"中"	"1.4"	"平展"	"33.47"	"ZY000530"	"24.6"	"0.92"	"Avena nuda L.(裸燕麦)"	"7.41"	"0.45"	"0.41"	"高抗"	"17.49"	"--"	"地方"	"1.32"	"I1F00607"	"29.70"	"晋大同"	"--"	"50.63"	"0.84"	"--"	"--"	"0.39"	"94.4"	"0.9"	"0.98"	"--"	"0.22"	"3.7"	"黄"	"0.72"	"0.90"	"0.70"	"裸"	"17.70"	"0.84"	"Avena(燕麦属)"	"YANG QU DA YOU MAI"	"绿"	"长圆"	"--"	"--"	"7.7"	"123.9"	"周散"	"0.73"	"--"
"176"	"0.29"	"Gramineae(禾本科)"	"串铃"	"当地莜麦"	"4.66"	"褐黄"	"--"	"1.69"	"1.57"	"0.73"	"0.99"	"20.27"	"--"	"5.0"	"--"	"黄"	"甘肃"	"90"	"N0002340"	"--"	"43.85"	"中"	"0.6"	"下披"	"--"	"ZY000556"	"23.7"	"1.19"	"Avena nuda L.(裸燕麦)"	"6.10"	"0.48"	"0.48"	"中抗"	"15.93"	"--"	"地方"	"1.58"	"I1F00536"	"44.00"	"陇定西"	"98.8"	"--"	"0.99"	"--"	"5"	"0.56"	"79.7"	"1.4"	"1.10"	"--"	"0.30"	"4.9"	"黄"	"0.83"	"0.73"	"0.84"	"裸"	"16.90"	"1.00"	"Avena(燕麦属)"	"DANG DI YOU MAI"	"淡绿"	"纺锤"	"低抗"	"--"	"6.6"	"116.5"	"周散"	"0.82"	"0"
"177"	"0.30"	"Gramineae(禾本科)"	"串铃"	"玉麦L.3"	"3.88"	"褐黄"	"--"	"1.46"	"1.31"	"0.61"	"0.85"	"17.24"	"--"	"4.4"	"--"	"黄"	"青海"	"87"	"N0002302"	"--"	"47.60"	"中"	"0.3"	"下披"	"--"	"ZY000597"	"23.4"	"1.00"	"Avena nuda L.(裸燕麦)"	"5.03"	"0.38"	"0.41"	"中抗"	"16.61"	"--"	"地方"	"1.35"	"I1F00500"	"33.80"	"青乐都"	"67.6"	"--"	"0.85"	"--"	"7"	"0.49"	"94.3"	"0.8"	"0.98"	"--"	"0.29"	"2.5"	"黄"	"0.71"	"0.60"	"0.72"	"裸"	"16.30"	"0.83"	"Avena(燕麦属)"	"YU MAI L.3"	"淡绿"	"纺锤"	"低抗"	"--"	"6.7"	"104.0"	"周散"	"0.71"	"--"
"178"	"0.68"	"Gramineae(禾本科)"	"串铃"	"乌堵"	"2.84"	"浅黑"	"31.17"	"1.31"	"1.36"	"0.59"	"0.94"	"16.59"	"33.12"	"2.6"	"--"	"黄"	"四川"	"--"	"N0002037"	"--"	"--"	"匍伏"	"1.4"	"上举"	"35.71"	"ZY000688"	"19.6"	"0.95"	"Avena nuda L.(裸燕麦)"	"6.42"	"0.31"	"0.38"	"低抗"	"15.38"	"--"	"地方"	"1.37"	"I1F00244"	"25.40"	"川昭觉"	"--"	"51.88"	"0.83"	"--"	"--"	"0.43"	"76.9"	"0.6"	"1.02"	"--"	"0.30"	"1.2"	"黄"	"0.77"	"0.65"	"0.73"	"裸"	"11.90"	"0.80"	"Avena(燕麦属)"	"WU DU"	"淡绿"	"纺锤"	"--"	"--"	"5.8"	"81.0"	"周散"	"0.76"	"0"
"179"	"0.72"	"Gramineae(禾本科)"	"串铃"	"乌堵"	"3.08"	"浅黑"	"30.77"	"1.45"	"1.48"	"0.63"	"0.99"	"17.91"	"34.91"	"3.0"	"--"	"黄"	"四川"	"--"	"N0002038"	"--"	"--"	"匍伏"	"1.4"	"上举"	"34.32"	"ZY000689"	"19.4"	"1.05"	"Avena nuda L.(裸燕麦)"	"6.46"	"0.34"	"0.42"	"低抗"	"14.58"	"--"	"地方"	"1.48"	"I1F00245"	"21.60"	"川昭觉"	"--"	"49.57"	"0.91"	"--"	"--"	"0.48"	"97.7"	"0.5"	"1.09"	"--"	"0.29"	"1.3"	"黄"	"0.83"	"0.70"	"0.80"	"裸"	"12.90"	"0.84"	"Avena(燕麦属)"	"WU DU"	"淡绿"	"纺锤"	"较强"	"--"	"6.1"	"81.9"	"周散"	"0.81"	"0"
"180"	"0.54"	"Gramineae(禾本科)"	"--"	"燕麦"	"3.15"	"--"	"37.46"	"1.19"	"0.97"	"0.51"	"0.69"	"14.39"	"26.09"	"1.4"	"--"	"--"	"黑龙江"	"92"	"H0002014"	"--"	"--"	"直立"	"3.7"	"平展"	"36.45"	"ZY000735"	"29.5"	"0.73"	"Avena sativa L.(普通燕麦)"	"4.27"	"0.35"	"0.31"	"高抗"	"14.95"	"--"	"地方"	"1.13"	"I1F00686"	"29.30"	"黑嫩江"	"24.6"	"58.28"	"0.70"	"无"	"5"	"0.39"	"115.3"	"1.0"	"0.83"	"--"	"0.22"	"1.7"	"黄"	"0.60"	"0.54"	"0.59"	"皮"	"22.40"	"0.70"	"Avena(燕麦属)"	"YAN MAI"	"淡绿"	"纺锤"	"中抗"	"--"	"6.3"	"124.4"	"周散"	"0.64"	"1"
