"id"	"机构编号"	"规范名称"	"英文名称"	"其他名称"	"成立年份"	"机构类型"	"所在地区"	"上级单位"	"机构简介"	"英文简介"	"研究领域"	"学科分类"	"人才队伍"	"机构设置"	"科技平台"	"主要成果"	"主办期刊"	"通讯地址"	"邮政编码"	"联系电话"	"电子邮箱"	"传真"	"网址"
"158"	"46"	"贵州省水产研究所"	"Guizhou Academy of Fishery Sciences"	" "	"1980"	"科研机构"	"贵州省贵阳市"	" "	"贵州省水"	" "	"水产、淡水鱼、水产养殖、渔业工程、环境监测与评价。"	"S9"	"现有在职"	"设有养殖"	" "	" "	" "	"贵州省贵阳市花溪大道南段"	"550025"	"0851-3623298"	"gzsscs@163.com"	" "	" "
"159"	"144"	"中国农业大学食品科学与营养工程学院"	"College of Food Science & Nutritional Engineering"	" "	"1995年"	"高等院校"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"食品工程"	"TS2"	"学院师资"	"学院下设"	"拥有国家"	"十一五期"	" "	"北京市海淀区清华东路17号"	"100083"	"010-62736913"	"food@cau.edu.cn"	" "	" "
"160"	"10"	"北京农学院植物科学技术学院"	"Plant Science and Technology College"	" "	"2002年"	"高等院校"	"北京市昌平区"	"北京农学院"	"植物科学"	" "	"农学;;园艺;;植物保护;;农业资源与环境"	"S3;;S4;;S6;;S1"	"截至20"	" "	"学院拥有"	"2003"	" "	"北京市昌平区回龙观镇北农路7号"	"102206"	"010-80799127"	"zkx@bua.edu.cn"	" "	" "
"161"	"62"	"四川省农业科学院土壤肥料研究所"	"Institute of Plant Protection,Sichuan A,cademy of Agricultural Sciences Soil and Fertilizer Institute, Sichuan Academy of Agricultural Sciences"	"四川省农科院土肥研究所；四川省农科院土肥所"	"1973"	"科研机构"	"四川省成都市锦江区"	"四川省农业科学院"	"四川省农"	"无"	"主要从事土地资源利用与保护、节水农业、水土流失监测及防治；现代农业设施建设；植物营养及农作物高产高效施肥技术研究；肥料新品种和专用复合肥开发；绿肥牧草新品种选育研究和开发；新优名贵食用菌品种选育、栽培和加工技术；及农用微生物制剂等产品的研究与开发。"	"S15 土壤学，S14 肥料学"	"现有在职"	"该所下设"	"农业部“"	"1978"	"无"	"四川省成都市锦江区狮子山2区"	"610066"	"028-84504285"	"无"	"028-84791784"	" "
"162"	"130"	"畜禽育种国家工程实验室"	"National Engineering Laboratory For Animal Breeding"	" "	"2008年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"畜禽育种"	" "	"实验室主要从事畜禽育种规划与遗传评估、畜禽基因资源挖掘与鉴定、畜禽分子标记辅助育种、畜禽胚胎工程与繁殖技术、畜禽转基因育种等领域的研究。"	"S813"	"工程实验"	"根据《国"	"实验室面"	"实验室在"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62732708"	"csr@cau.edu.cn"	" "	" "
"163"	"170"	"中国兽医协会"	"Chinese Veterinary Medical Association"	"缩写为CVMA"	"2009年"	"学协会组织"	"北京市海淀区"	"农业部"	"中国兽医"	"In a"	"兽医学"	"S85"	" "	"中国兽医"	" "	" "	" "	"北京市海淀区北三环西路甲18号中鼎大厦B座505室"	"100098"	"010-62129116"	"cvma@cvma.org.cn"	"010-62125789"	" "
"164"	"122"	"中国农村专业技术协会"	"China Rural Special Technique Association"	"缩写为CRSTA"	"1995年"	"学协会组织"	"北京市朝阳区"	"中国科学技术协会"	"　　　中"	"Chin"	"农业推广"	"S035"	"个人会员"	"中国农技"	" "	" "	" "	"北京市朝阳区白家庄东里13号楼7层"	"100026"	"010-82031105,65032609"	"zgnjx1995@163.com"	"010-62016372"	" "
"165"	"5"	"中国水产科学研究院渔业机械仪器研究所"	"Fishery Machinery and Instrument Research Institute, Chinese Academy of Fishery Sciences"	"中国水科院渔机所；FMIRI;;中国水产科学研究院渔业机械研究所"	"1963"	"科研机构"	"上海市杨浦区"	"中国水产科学研究院"	"中国水产"	"Fish"	"水产养殖工程、渔业生态工程、海洋渔业工程、渔业船舶工程、水产品加工机械工程、饲料加工机械工程、渔业装备质量与标准和渔业装备信息与战略"	"生物学、控制科学与工程、船舶与海洋工程、农业工程、环境科学与工程、水产等"	"现有在职"	"中国水产"	"现有10"	"十一五以"	"与中国渔"	"上海市杨浦区赤峰路63号"	"200092"	"021-65977260"	"kj@fmiri.ac.cn"	"021-65976741"	" "
"166"	"42"	"四川省草原研究所"	"无"	"无"	"1978"	"科研机构"	"四川省阿坝藏族羌族自
治州"	"无"	"四川省草"	"无"	"面向三州(甘孜、阿坝、凉山)、立足草地,以草为主、草畜结合。围绕川西北草地的开发利用,系统地开展优良牧草新品种选育、牧草栽培技术、草地资源调查、牧区土壤普查、天然草地的合理利用与改良建设、草地资源的开发与保护、草食家畜改良、家畜饲料饲养与疫病防治等研究,同时兼顾盆周山区的种草养畜工作。"	"S54饲料作物、牧草，S81普通畜牧学"	"四川省草"	"四川省草"	"无"	"四川省草"	"四川省草"	"四川省阿坝藏族羌族自治州红原县城关镇。"	"624400"	"0837-2662490"	"无"	"无"	" "
"167"	"44"	"国家海洋局第三海洋研究所"	"Third Institute of Oceanography，State Oceanic Administration"	" "	"1959年"	"科研机构"	"福建省厦门市"	"国家海洋局"	"国家海洋"	" "	"主要从事海洋生物、化学、地质、动力、遥感、声学、环境与生态、极地与深海科学、全球变化科学等学科的研究与应用"	" "	"洋三所现"	"海洋三所"	" "	" "	"《台湾海"	"福建省厦门市大学路178号"	"361005"	"0592-2195201"	" "	" "	" "
"168"	"186"	"中国林学会"	"Chinese Society of Forestry"	"缩写CSF"	"1917年"	"学协会组织"	"北京市海淀区"	"国家林业局、中国科学技术协会"	"中国林学"	"Foun"	"林业"	"S7"	"截止目前"	"中国林学"	" "	" "	"编辑出版"	"北京市海淀区东小府2号中国林学会"	"100091"	"010-62889815"	"csf8312@126.com"	"010-62888312"	" "
"169"	"50"	"北京市丰台区种籽管理站"	" "	" "	" "	"其他"	"北京市丰台区"	"丰台区农委"	"对丰台辖"	" "	"作物品种管理"	"S32"	" "	" "	" "	" "	" "	"北京市丰台区桥南巴庄子123号"	"100070"	"010-83796982"	" "	" "	" "
"170"	"19"	"中山大学生命科学学院"	"School of Life Sciences,Sun Yat-sen University"	" "	"1924"	"高等院校"	"广东省广州市"	"教育部"	"中山大学"	"Sun "	"植物学、水产、水产养殖、水产保护、植物保护、生物防治、植物基因组学"	"S9"	"现有专任"	"下设生物"	"2个国家"	"2011"	" "	"广东省广州市新港西路135号"	"510275"	"020-84111708"	" "	"020-84036215"	" "
"171"	"52"	"四川省农业科学院经济作物育种栽培研究所"	"Industrial Crop Institute,Sichuan Academy of Agricultural Sciences"	"四川省农科院经济作物育种栽培研究所；四川省农科院经作所;;四川省农业科学院经济作物研究所"	"1935"	"科研机构"	"四川省简阳市"	"四川省农业科学院"	"四川省农"	"无"	"棉花、中药材、蔬菜、烟草、油菜、花生等经济作物和生物农药研究"	"S56 经济作物"	"现有科技"	"设置有“"	"建设有“"	"先后培育"	"无"	"四川省简阳市建设西路"	"641400"	"028－27016899"	"无"	"028－27016899"	" "
"172"	"110"	"农业生物技术国家重点实验室"	"State Key Laboratories for Agrobiotechnology"	" "	"1987年"	"科研机构"	"北京市海淀区"	"依托中国农业大学"	"农业生物"	" "	"实验室包括了“重要农业生物的功能基因组”、“动物克隆与高效生物反应器技术体系”和“重要农作物的优质、高效、抗逆转基因与分子育种”三个基本研究方向。"	"S18"	"实验室以"	" "	"实验室拥"	"在“动物"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62733332"	"agrocbi@cau.edu.cn"	"010-62732012"	" "
"173"	"225"	"顺义区农业机械化学校"	" "	" "	" "	"其他"	"北京市顺义区"	"顺义区农机服务中心"	"顺义区农"	" "	"农业机械及农具;;农业机械化"	"S22;;S23"	"现有在职"	" "	" "	" "	" "	"北京市顺义区府前东街沿长线俸伯路口北400米"	"101300"	"010-89477975"	" "	" "	" "
"174"	"54"	"河北省海洋与水产科学研究院"	"Marine and Fisheries Research Institute of Hebei Province"	"河北省水产研究所"	"1953"	"科研机构"	"河北省秦皇岛市"	" "	"河北省海"	" "	"水产、水生生物、渔业资源环境、水产养殖、水产保护、动物疫病防控。"	"S9"	"现有职工"	"设有6个"	"河北省海"	" "	" "	"河北省秦皇岛市山海关区龙海大道151号"	"066200"	"0335-5252823"	" "	" "	" "
"175"	"30"	"山东省海洋水产研究所"	"Shandong Marine Fisheries Research Institute"	" "	"1957"	"科研机构"	"山东省烟台市"	"山东省海洋与渔业厅"	"山东省海"	" "	"水产、海水鱼、水产遗传育种、水产动物营养与饲料、渔业资源环境、农产品加工、水产品、渔业工程、海洋生态、质量检测、环境监测与评价。"	"S9"	"现有在职"	"设有7个"	"1个农业"	"迄今,承"	" "	"山东省烟台市经济开发区长江路216号"	"264006"	"0535-6958166"	"changjianglu216@126.com"	"0535-6958166　"	" "
"176"	"22"	"北京世纪牧名饲料技术研究所"	" "	" "	"1999年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"北京世纪"	" "	"饲料"	"S816"	" "	" "	" "	"作为中国"	" "	"北京市海淀区圆明园西路2号中国农业大学图书馆一楼106室"	"100193"	"010-62816749"	"sjmuming@sohu.com"	"010-62816749"	" "
"177"	"41"	"福建省淡水水产研究所"	"Freshwater Fisheries Research Academy of Fujian Province"	" "	" "	"科研机构"	"福建省福州市"	"福建省海洋与渔业厅"	"福建省淡"	" "	"水产、淡水鱼、水产养殖、动物疫病防控、渔业资源环境。"	"S9"	"在职职工"	"设有4个"	" "	" "	" "	"福建省福州市西洪路555号"	"350002"	"0591-3714212"	" "	" "	" "
"178"	"224"	"顺义区农机监理所"	" "	" "	" "	"其他"	"北京市顺义区"	"顺义区农机服务中心"	"顺义区农"	" "	"农业机械及农具"	"S22"	"现有在职"	" "	" "	" "	" "	"北京市顺义区南彩镇后俸伯村北1400米路东"	"101300"	"010-89470380"	" "	" "	" "
"179"	"6"	"中国农业科学院蜜蜂研究所"	"Bee Research Institute of CAAS"	"中国农科院蜜蜂所;;BRI-CAAS"	"1958"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"蜂、动物遗传育种、动物种质资源、农业昆虫学、食品科学、农产品加工、蜂产品、农产品质量安全、农业机械、质量检测。"	" "	"现有在职"	"下设7个"	"中国农业"	"中国农业"	"设有《中"	"北京市海淀区香山北沟一号（卧佛寺西侧）"	"100093"	"010-62591473"	"kycapiscaas@126.com"	" "	" "
"180"	"216"	"延庆县种植业服务中心"	" "	" "	"1948年"	"科研机构"	"北京市延庆县"	"北京市延庆县人民政府"	"延庆县种"	" "	"种植业"	"S3"	"中心系统"	"中心设置"	" "	" "	" "	"北京市延庆县东外大街88号"	"102100"	"010-69103334"	" "	" "	" "
"181"	"58"	"北京市密云县种植业服务中心"	" "	" "	"2001年"	"科研机构"	"北京市密云县"	"北京市密云县人民政府"	"密云县种"	" "	"种植业"	"S3"	" "	"中心机关"	" "	" "	" "	"北京市密云县长城环岛东100米路南"	"101500"	"010-69083718,69066550"	"mynyj9423@sohu.com"	" "	" "
"182"	"35"	"甘肃省草原生态研究所"	"Gansu Grassland Ecological Research Institute (GGERI)"	"中国农业科学院草原生态研究所;甘肃省草原生态研究所"	"1981年"	"科研机构"	"甘肃省兰州市"	"教育部"	"兰州大学"	"The "	"学院以草业科学领域基础研究和应用研究为主，同时强化科研成果的转化，主要设以下研究方向：一、草地农业生态系统学，主要研究草地农业生态系统的结构与功能，演化与调控，管理专家系统等。二、草地资源管理与遥感监测，主要研究草原演替与分类，天然草地的放牧管理、培育改良，退化草地恢复，草地资源调查与监测，牧区自然灾害预测预报等。三、栽培草地管理，主要研究草地混播组合，牧草优质高产栽培，草田轮作等。四、草类植物保护学，主要包括草地毒害草、鼠、虫、病害等的生态防治，微生物—牧草—家畜互作等。五、草类植物逆境生理与分子生物学，主要研究草类植物适应我国西部高海拔、低温、干旱、盐渍化等环境的生理与分子机制，筛选、转化功能基因。六、草类植物育种与种子学，主要面向我国寒、旱、高海拔、盐渍化区域，培育高抗优质高产牧草和乡土草新品种，研究草类植物种子的特征、生理功能和生命活动规律，种子加工、贮藏、质量检验等。七、草原生态化学，主要研究草业系统在农业管理措施下的物质和能量运动规律，探索其使用效率提升的机理与途径。八、反刍动物营养与饲料科学，主要包括草畜界面生态，青藏高原反刍动物营养，草类饲料资源开发与畜产品安全，反刍动物分子营养与生物技术。九"	" "	"学院现有"	"设有办公"	"拥有草地"	"近五年，"	"主办的《"	"甘肃省兰州市嘉峪关西路768号"	"730020"	" "	" "	" "	" "
"183"	"39"	"中国农业科学院家禽研究所"	"Poultry lnstitute,Chinese Academy of Agricultural Sciences"	" "	"1959"	"科研机构"	"江苏省"	"中国农业科学院"	"中国农业"	" "	"畜牧、动物医学、家禽、动物遗传育种、动物繁殖、动物生物技术、动物种质资源、动物疫病防控、动物营养与饲料、质量检测。"	" "	"在职研究"	"下设9个"	"2个农业"	" "	" "	"江苏省扬州市邗江区仓颉路58号"	"225125"	"0514-85599000 "	" "	" "	" "
"184"	"37"	"湖北省水产科学研究所"	"Hubei Provincial Fishery Scientific Research Institute"	" "	"1956"	"科研机构"	"湖北省武汉市"	"湖北省水产局"	"湖北省水"	" "	"水产、淡水鱼、水产养殖、水产遗传育种、引种驯化、水产动物营养与饲料、动物疫病防控、渔业资源环境、渔业生态。"	"S9"	"全所有专"	"设有4个"	"1个农业"	"多年来取"	"《渔业致"	"湖北省武汉市武昌区东湖路96号"	"430071"	"027-87823882"	"爃beifish@126.com"	"027-87307281
"	" "
"185"	"4"	"中国水产科学研究院东海水产研究所"	"East China Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences"	"东海水产研究所、东海所、水科院东海所、ECSFRI、ECSF"	"1958"	"科研机构"	"上海市杨浦区"	"中国水产科学研究院"	"东海水产"	"Chin"	"资源保护及利用、捕捞与渔业工程、远洋与极地渔业资源开发、生态环境评价与保护、生物技术与遗传育种、水产养殖与增殖技术、水产品加工与质量安全、渔业信息与战略"	"水产学基础学科、水产养殖学、捕捞学、水产资源学、水产品贮藏与加工、水产保护学、水产学其他学科、材料学、生物化学"	"全所职工"	"所内设7"	"研究所位"	"自197"	"主办《海"	"上海市杨浦区军工路300号"	"200090"	"021-65684690"	"office@ecsf.ac.cn"	"021-65683926"	" "
"186"	"31"	"农业部南京农业机械化研究所"	" "	" "	"1957"	"科研机构"	"江苏省"	"中国农业科学院"	"农业部南"	" "	"农业工程、农业装备、农业机械、植保机械、旋耕机械、加工机械、质量检测。"	" "	"现有在职"	"下设8个"	"1个国家"	" "	" "	"江苏省南京市玄武区中山门外柳营100号"	"210014"	"025-84346207 "	" "	" "	" "
"187"	"5"	"中国农业科学院北京畜牧兽医研究所"	"Institute of Animal Sciences of CAAS"	"中国农科院牧医所;;IAS-CAAS"	"1957"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"畜牧、动物医学、动物营养与饲料、动物种质资源、动物遗传育种、动物生物技术、动物繁殖、草业科学、农产品加工、饲料学、动物传染病、动物疫病防控、动物疫病诊断、鸡、猪、牛、羊、观赏动物、精准农业、农业信息资源建设、质量检测。"	" "	"现有在职"	"下设5个"	"牧医所现"	"建所56"	"《中国畜"	"北京市海淀区圆明园西路2号"	"100193"	"010-62815851"	" "	"010-62895371"	" "
"188"	"25"	"泸州市粮油作物站"	"无"	"无"	"1983"	"事业机构"	"四川省泸州市"	"泸州市农业局"	"泸州市粮"	"无"	"研究和指导粮油作物种植结构调整、区域规划、耕作制度改革；粮油作物新技术、新材料、新栽培模式等的引进、试验、示范和推广；粮油作物的生产技术培训、技术咨询和技术指导；搜集、整理、传递粮油作物生产科学情报和信息"	"S03农业科学技术研究、试验，S3农学(农艺学)，S56经济作物，SI31信息与知识传播，F32中国农业经济"	"在职员工"	"泸州市粮"	"无"	"无"	"无"	"四川省泸州市江阳西路4号"	"646000"	"0830-3191301"	"lzslyz@163.com"	"0830-3113597"	" "
