"id"	"内质评价"	"可溶性糖％"	"品种名称"	"果穗重G"	"特异及用途"	"省"	"学名"	"种类"	"果实成熟期"	"成熟期评价"	"风味"	"原产地"	"外观评价"	"汁液"	"果粒重G"	"色泽"	"果粒重评价"	"属名"	"可溶固形物"	"肉质"	"PH值"	"果穗重评价"	"统一编号"	"译名"	"果形"	"科名"	"可滴定酸％"
"335"	"中上"	"15.81"	"粉红太妃"	"631.0"	"鲜食,无核"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.28"	"晚"	"酸甜"	"叙利亚"	"中"	"较少"	"7.53"	"红"	"大"	"Vitis(葡萄属)"	"17.90"	"脆"	"2.73"	"较大"	"PTF0220"	"FEN HONG TAI FEI"	"椭圆"	"Vitaceae(葡萄科)"	"0.94"
"336"	"中"	"13.78"	"粉红万特灵"	"137.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.01"	"中"	"甜酸"	"奥地利"	"中"	"多"	"1.80"	"红"	"小"	"Vitis(葡萄属)"	"16.80"	"软"	"3.21"	"小"	"PTG0221"	"FEN HONG WAN TE LING"	"倒卵"	"Vitaceae(葡萄科)"	"0.86"
"337"	"中"	"12.64"	"粉红无核"	"197.1"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜"	"苏联"	"中"	"较少"	"1.20"	"淡紫"	"小"	"Vitis(葡萄属)"	"15.50"	"脆"	"2.93"	"小"	"PTG0222"	"FEN HONG WU HE"	"鸡心"	"Vitaceae(葡萄科)"	"0.51"
"338"	"中"	"12.50"	"粉红西万尼"	"148.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜酸"	"匈牙利"	"中"	"较多"	"2.00"	"粉红"	"小"	"Vitis(葡萄属)"	"14.10"	"较软"	"2.95"	"小"	"PTG0223"	"FEN HONG XI WAN NI"	"椭圆"	"Vitaceae(葡萄科)"	"0.55"
"339"	"中"	"10.49"	"粉红亚依苏娜"	"110.8"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.08"	"中"	"酸甜"	"--"	"较差"	"多"	"1.74"	"绿"	"小"	"Vitis(葡萄属)"	"12.80"	"软"	"3.07"	"小"	"PTG0224"	"FEN HONG YA YI SU NA"	"近圆"	"Vitaceae(葡萄科)"	"0.57"
"340"	"中上"	"10.95"	"粉红尤拉皮"	"406.7"	"鲜食,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.14"	"中"	"甜"	"苏联"	"好"	"中"	"3.08"	"红"	"中"	"Vitis(葡萄属)"	"13.20"	"脆"	"3.12"	"中"	"PTG0225"	"FEN HONG YOU LA PI"	"椭圆"	"Vitaceae(葡萄科)"	"0.71"
"341"	"中下"	"10.63"	"粉玫瑰"	"265.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.26"	"早"	"甜酸"	"南非"	"中"	"多"	"1.84"	"黄绿"	"小"	"Vitis(葡萄属)"	"13.80"	"软"	"2.73"	"较小"	"PTG0226"	"FEN MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.44"
"342"	"中上"	"13.34"	"浮德卡别涅"	"274.9"	"酿酒,酒香浓郁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.14"	"中"	"酸甜"	"保加利亚"	"中"	"多"	"2.34"	"黄绿"	"小"	"Vitis(葡萄属)"	"16.50"	"软"	"3.29"	"较小"	"PTG0228"	"FU DE KA BIE NIE"	"椭圆"	"Vitaceae(葡萄科)"	"0.55"
"343"	"中"	"14.60"	"伏罗希"	"253.8"	"酿酒,酒香浓郁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜酸"	"阿尔巴尼亚"	"中"	"较多"	"2.05"	"红紫"	"小"	"Vitis(葡萄属)"	"15.50"	"较软"	"3.27"	"较小"	"PTG0229"	"FU LUO XI"	"长椭圆"	"Vitaceae(葡萄科)"	"0.78"
"344"	"中"	"9.93"	"佛拉卡玫瑰"	"204.2"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"保加利亚"	"中"	"多"	"2.67"	"黄绿"	"较小"	"Vitis(葡萄属)"	"11.90"	"软"	"3.10"	"小"	"PTG0230"	"FO LA KA MEI GUI"	"椭圆"	"Vitaceae(葡萄科)"	"0.76"
"345"	"中上"	"14.38"	"弗列奥"	"172.3"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"酸甜"	"法国"	"中"	"较多"	"2.12"	"绿黄"	"小"	"Vitis(葡萄属)"	"15.70"	"较软"	"3.27"	"小"	"PTG0231"	"FU LIE AO"	"近圆"	"Vitaceae(葡萄科)"	"0.62"
"346"	"中"	"11.55"	"弗斯玫瑰"	"479.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"晚"	"酸甜"	"--"	"中"	"多"	"3.37"	"绿黄"	"中"	"Vitis(葡萄属)"	"13.40"	"软"	"2.93"	"较大"	"PTG0232"	"FU SI MEI GUI"	"椭圆"	"Vitaceae(葡萄科)"	"0.79"
"347"	"中下"	"11.05"	"福龙梯格"	"289.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜酸"	"--"	"中"	"多"	"5.11"	"红紫"	"较大"	"Vitis(葡萄属)"	"14.30"	"软"	"2.81"	"较小"	"PTG0233"	"FU LONG TI GE"	"椭圆"	"Vitaceae(葡萄科)"	"1.02"
"348"	"中"	"12.72"	"福斯特"	"360.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜酸"	"英国"	"中"	"多"	"6.92"	"红紫"	"较大"	"Vitis(葡萄属)"	"14.40"	"软"	"3.15"	"中"	"PTG0234"	"FU SI TE"	"近圆"	"Vitaceae(葡萄科)"	"0.87"
"349"	"中"	"11.69"	"盖北塞"	"198.1"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.29"	"早"	"甜酸"	"法国"	"中"	"多"	"2.33"	"紫黑"	"较小"	"Vitis(葡萄属)"	"14.30"	"软"	"2.75"	"小"	"PTG0235"	"GAI BEI SAI"	"近圆"	"Vitaceae(葡萄科)"	"0.66"
"350"	"中下"	"11.17"	"盖吾沙"	"461.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"苏联"	"中"	"中"	"3.33"	"黄绿"	"中"	"Vitis(葡萄属)"	"13.70"	"较脆"	"3.30"	"较大"	"PTG0236"	"GAI WU SHA"	"椭圆"	"Vitaceae(葡萄科)"	"0.60"
"351"	"下"	"16.06"	"高地"	"152.4"	"酿酒"	"国外"	"--"	"欧美杂种"	"9.06"	"晚"	"酸"	"--"	"较好"	"多"	"4.00"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.40"	"软"	"3.46"	"小"	"PTG0237"	"GAO DI"	"椭圆"	"Vitaceae(葡萄科)"	"0.68"
"352"	"中"	"12.15"	"高尔丹"	"299.5"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.19"	"中"	"酸甜"	"苏联"	"中"	"多"	"3.21"	"淡紫"	"中"	"Vitis(葡萄属)"	"14.90"	"软"	"3.18"	"较小"	"PTG0238"	"GAO ER DAN"	"椭圆"	"Vitaceae(葡萄科)"	"0.73"
"353"	"中下"	"10.47"	"高尔丹"	"253.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.11"	"晚"	"甜酸"	"苏联"	"中"	"中"	"3.40"	"黄绿"	"中"	"Vitis(葡萄属)"	"11.80"	"较软"	"2.73"	"较小"	"PTF0238"	"GAO ER DAN"	"近圆"	"Vitaceae(葡萄科)"	"0.96"
"354"	"中"	"14.03"	"歌德"	"161.7"	"酿酒"	"国外"	"--"	"欧美杂种"	"9.13"	"晚"	"甜酸"	"美国"	"中"	"多"	"3.89"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.50"	"软"	"3.08"	"小"	"PTG0239"	"GE DE"	"椭圆"	"Vitaceae(葡萄科)"	"0.82"
"355"	"中"	"13.50"	"戈定"	"255.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.25"	"晚"	"甜酸"	"罗马尼亚"	"中"	"较多"	"3.29"	"黄绿"	"中"	"Vitis(葡萄属)"	"15.00"	"较软"	"3.17"	"较小"	"PTG0240"	"GE DING"	"椭圆"	"Vitaceae(葡萄科)"	"0.53"
"356"	"中"	"13.50"	"格费考那立"	"209.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"酸甜"	"--"	"中"	"多"	"2.97"	"黄绿"	"较小"	"Vitis(葡萄属)"	"16.00"	"软"	"3.05"	"小"	"PTG0241"	"GE FEI KAO NA LI"	"近圆"	"Vitaceae(葡萄科)"	"0.79"
"357"	"中上"	"12.01"	"格拉斯考那立"	"213.3"	"酿酒,酒质优"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.16"	"中"	"甜酸"	"法国"	"中"	"多"	"2.45"	"玫瑰"	"较小"	"Vitis(葡萄属)"	"14.20"	"软"	"3.03"	"小"	"PTG0242"	"GE LA SI KAO NA LI"	"近圆"	"Vitaceae(葡萄科)"	"0.61"
"358"	"中下"	"17.41"	"格兰月"	"246.0"	"酿酒,抗寒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"法国"	"中"	"较多"	"2.32"	"紫黑"	"较小"	"Vitis(葡萄属)"	"19.60"	"软"	"2.78"	"小"	"PTG0243"	"GE LAN YUE"	"近圆"	"Vitaceae(葡萄科)"	"0.93"
"359"	"中"	"20.10"	"格列那什"	"225.8"	"酿酒,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.01"	"中"	"酸甜"	"西班牙"	"中"	"多"	"2.30"	"黑"	"小"	"Vitis(葡萄属)"	"20.80"	"软"	"3.19"	"小"	"PTG0244"	"GE LIE NA SHI"	"近圆"	"Vitaceae(葡萄科)"	"2.04"
"360"	"中上"	"16.15"	"公酿一号"	"198.0"	"酿酒,酒质优"	"国外"	"--"	"山欧杂种"	"9.02"	"晚"	"甜酸"	"吉林"	"中"	"多"	"2.80"	"黄绿"	"较小"	"Vitis(葡萄属)"	"18.50"	"软"	"3.19"	"小"	"PTF0245"	"GONG NIANG YI HAO"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"361"	"中"	"12.44"	"贵人香"	"101.7"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.14"	"中"	"酸甜"	"意大利"	"中"	"多"	"1.39"	"黄绿"	"小"	"Vitis(葡萄属)"	"15.20"	"较脆"	"3.22"	"小"	"PTG0247"	"GUI REN XIANG"	"倒卵"	"Vitaceae(葡萄科)"	"0.91"
"362"	"中上"	"10.86"	"哈佛德"	"140.5"	"鲜食"	"国外"	"--"	"欧美杂种"	"8.01"	"中"	"甜"	"美国"	"好"	"较少"	"2.62"	"绿黄"	"较小"	"Vitis(葡萄属)"	"12.40"	"脆"	"3.52"	"小"	"PTG0248"	"HA FO DE"	"长椭圆"	"Vitaceae(葡萄科)"	"0.53"
"363"	"中上"	"13.66"	"哈米拉克"	"461.2"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.15"	"中"	"酸甜"	"苏联"	"中"	"多"	"3.60"	"紫黑"	"中"	"Vitis(葡萄属)"	"15.70"	"软"	"3.01"	"较大"	"PTG0249"	"HA MI LA KE"	"扁圆"	"Vitaceae(葡萄科)"	"0.69"
"364"	"中上"	"10.51"	"哈尼"	"316.2"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"甜"	"阿富汗"	"中"	"中"	"4.72"	"绿黄"	"中"	"Vitis(葡萄属)"	"14.00"	"较脆"	"3.20"	"较小"	"PTG0250"	"HA NI"	"椭圆"	"Vitaceae(葡萄科)"	"0.77"
"365"	"中"	"11.90"	"哈特巴尔"	"242.8"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"晚"	"甜"	"苏联"	"中"	"多"	"3.78"	"紫黑"	"中"	"Vitis(葡萄属)"	"14.30"	"软"	"3.29"	"小"	"PTG0251"	"HA TE BA ER"	"圆"	"Vitaceae(葡萄科)"	"0.43"
"366"	"中下"	"14.63"	"哈特米"	"271.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"苏联"	"中"	"较多"	"3.65"	"紫红"	"中"	"Vitis(葡萄属)"	"16.90"	"软"	"3.05"	"较小"	"PTG0252"	"HA TE MI"	"近圆"	"Vitaceae(葡萄科)"	"0.83"
"367"	"中"	"14.85"	"哈脱夫"	"120.9"	"酿酒"	"国外"	"--"	"欧美杂种"	"7.31"	"早"	"甜酸"	"--"	"中"	"多"	"3.68"	"红紫"	"中"	"Vitis(葡萄属)"	"18.40"	"软"	"2.95"	"小"	"PTG0253"	"HA TUO FU"	"椭圆"	"Vitaceae(葡萄科)"	"0.73"
"368"	"中"	"10.50"	"赫尔松"	"104.7"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.07"	"晚"	"甜酸"	"苏联"	"中"	"中"	"1.40"	"紫黑"	"小"	"Vitis(葡萄属)"	"12.30"	"较脆"	"3.23"	"小"	"PTG0254"	"HE ER SONG"	"倒卵"	"Vitaceae(葡萄科)"	"0.62"
"369"	"上"	"18.86"	"赫英达内"	"173.5"	"酿酒,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"甜"	"伊朗"	"中"	"多"	"1.55"	"紫黑"	"小"	"Vitis(葡萄属)"	"22.60"	"软"	"3.45"	"小"	"PTG0255"	"HE YING DA NEI"	"圆"	"Vitaceae(葡萄科)"	"1.15"
"370"	"上"	"12.00"	"黑阿赛尔"	"274.5"	"鲜食,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.16"	"中"	"甜"	"苏联"	"好"	"较多"	"3.31"	"紫黑"	"中"	"Vitis(葡萄属)"	"13.80"	"较软"	"3.14"	"较小"	"PTG0256"	"HEI A SAI ER"	"椭圆"	"Vitaceae(葡萄科)"	"0.58"
"371"	"上"	"17.04"	"黑阿赛尔"	"243.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.13"	"晚"	"甜"	"苏联"	"好"	"少"	"2.10"	"紫黑"	"小"	"Vitis(葡萄属)"	"17.40"	"较脆"	"3.33"	"小"	"PTF0256"	"HEI A SAI ER"	"椭圆"	"Vitaceae(葡萄科)"	"0.91"
"372"	"中上"	"12.19"	"黑奥林"	"320.5"	"鲜食"	"国外"	"--"	"欧美杂种"	"8.19"	"中"	"甜"	"日本"	"中"	"中"	"9.96"	"紫"	"极大"	"Vitis(葡萄属)"	"14.70"	"较脆"	"2.87"	"较小"	"PTG0257"	"HEI AO LIN"	"弯形"	"Vitaceae(葡萄科)"	"0.63"
"373"	"中"	"10.30"	"黑奥林"	"345.0"	"酿酒"	"国外"	"--"	"欧美杂种"	"9.17"	"晚"	"甜酸"	"日本"	"中"	"多"	"12.15"	"紫黑"	"极大"	"Vitis(葡萄属)"	"15.80"	"软"	"2.92"	"较小"	"PTF0257"	"HEI AO LIN"	"近圆"	"Vitaceae(葡萄科)"	"1.61"
"374"	"中"	"12.38"	"黑奥洛维"	"330.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"保加利亚"	"中"	"多"	"3.50"	"紫黑"	"中"	"Vitis(葡萄属)"	"14.40"	"软"	"3.16"	"较小"	"PTG0258"	"HEI AO LUO WEI"	"近圆"	"Vitaceae(葡萄科)"	"1.65"
"375"	"中上"	"12.50"	"黑巴拜斯卡"	"282.8"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"酸甜"	"罗马尼亚"	"中"	"多"	"2.70"	"紫黑"	"较小"	"Vitis(葡萄属)"	"14.30"	"软"	"3.01"	"较小"	"PTG0259"	"HEI BA BAI SI KA"	"椭圆"	"Vitaceae(葡萄科)"	"1.53"
"376"	"中"	"12.13"	"黑巴吐达"	"336.4"	"酿酒,酒质优异"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"罗马尼亚"	"中"	"多"	"3.45"	"紫红"	"中"	"Vitis(葡萄属)"	"15.50"	"软"	"3.29"	"较小"	"PTG0260"	"HEI BA TU DA"	"椭圆"	"Vitaceae(葡萄科)"	"0.77"
"377"	"中"	"10.37"	"黑贝蒂"	"165.6"	"酿酒"	"国外"	"--"	"欧美杂种"	"8.06"	"中"	"甜酸"	"美国"	"中"	"较多"	"3.87"	"粉红"	"中"	"Vitis(葡萄属)"	"12.70"	"较脆"	"3.14"	"小"	"PTG0261"	"HEI BEI DI"	"椭圆"	"Vitaceae(葡萄科)"	"0.58"
"378"	"中"	"12.25"	"黑比诺"	"155.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜酸"	"法国"	"中"	"多"	"1.33"	"黑紫"	"小"	"Vitis(葡萄属)"	"15.50"	"软"	"3.17"	"小"	"PTG0262"	"HEI BI NUO"	"卵圆"	"Vitaceae(葡萄科)"	"0.63"
"379"	"中"	"9.50"	"黑别尔考夫"	"341.7"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"保加利亚"	"中"	"较多"	"3.35"	"紫"	"中"	"Vitis(葡萄属)"	"12.60"	"软"	"2.92"	"较小"	"PTG0263"	"HEI BIE ER KAO FU"	"长椭圆"	"Vitaceae(葡萄科)"	"0.78"
"380"	"中下"	"14.00"	"黑伯尔科维尔"	"272.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.06"	"中"	"甜酸"	"苏联"	"中"	"较多"	"2.28"	"紫红"	"小"	"Vitis(葡萄属)"	"18.00"	"软"	"3.30"	"较小"	"PTG0264"	"HEI BO ER KE WEI ER"	"近圆"	"Vitaceae(葡萄科)"	"0.83"
"381"	"中上"	"17.73"	"黑大粒"	"334.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"酸甜"	"法国"	"好"	"多"	"5.20"	"黑"	"较大"	"Vitis(葡萄属)"	"18.40"	"软"	"3.70"	"较小"	"PTG0265"	"HEI DA LI"	"近圆"	"Vitaceae(葡萄科)"	"0.78"
"382"	"中"	"12.54"	"黑菲加斯卡"	"272.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"苏联"	"中"	"较多"	"1.82"	"紫红"	"小"	"Vitis(葡萄属)"	"16.20"	"软"	"3.00"	"较小"	"PTG0266"	"HEI FEI JIA SI KA"	"卵圆"	"Vitaceae(葡萄科)"	"0.65"
"383"	"中"	"13.05"	"黑菲加斯卡"	"259.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.14"	"晚"	"甜酸"	"苏联"	"中"	"多"	"2.10"	"紫红"	"小"	"Vitis(葡萄属)"	"16.00"	"软"	"2.84"	"较小"	"PTF0266"	"HEI FEI JIA SI KA"	"近圆"	"Vitaceae(葡萄科)"	"0.81"
"384"	"中上"	"12.57"	"黑高留"	"356.7"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"酸甜"	"苏联"	"好"	"多"	"2.95"	"紫红"	"较小"	"Vitis(葡萄属)"	"15.00"	"较软"	"3.16"	"中"	"PTG0267"	"HEI GAO LIU"	"近圆"	"Vitaceae(葡萄科)"	"0.55"
"385"	"中"	"10.16"	"黑格兰"	"185.1"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.06"	"晚"	"甜酸"	"法国"	"中"	"较多"	"3.04"	"紫黑"	"中"	"Vitis(葡萄属)"	"13.60"	"软"	"3.06"	"小"	"PTG0268"	"HEI GE LAN"	"椭圆"	"Vitaceae(葡萄科)"	"0.66"
"386"	"中"	"12.36"	"黑汉"	"463.4"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"酸甜"	"德国"	"中"	"多"	"4.00"	"红紫"	"中"	"Vitis(葡萄属)"	"14.00"	"较软"	"3.01"	"较大"	"PTG0269"	"HEI HAN"	"鸡心"	"Vitaceae(葡萄科)"	"0.73"
"387"	"中"	"14.50"	"黑虎香"	"111.2"	"鲜食"	"国外"	"--"	"欧美杂种"	"9.06"	"晚"	"酸"	"美国"	"中"	"少"	"2.84"	"蓝黑"	"较小"	"Vitis(葡萄属)"	"15.50"	"软"	"3.39"	"小"	"PTG0270"	"HEI HU XIANG"	"鸡心"	"Vitaceae(葡萄科)"	"1.22"
"388"	"中"	"12.98"	"黑卡巴斯马"	"246.3"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"酸甜"	"罗马尼亚"	"中"	"中"	"3.30"	"紫红"	"中"	"Vitis(葡萄属)"	"13.80"	"较脆"	"2.89"	"小"	"PTG0273"	"HEI KA BA SI MA"	"椭圆"	"Vitaceae(葡萄科)"	"0.62"
"389"	"中"	"13.48"	"黑珂尔娜"	"277.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"苏联"	"中"	"多"	"3.28"	"红紫"	"中"	"Vitis(葡萄属)"	"14.90"	"软"	"2.99"	"较小"	"PTG0274"	"HEI KE ER NA"	"椭圆"	"Vitaceae(葡萄科)"	"1.09"
"390"	"中"	"11.29"	"黑拉查基"	"280.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.02"	"中"	"甜酸"	"土耳其"	"中"	"较多"	"2.96"	"紫黑"	"较小"	"Vitis(葡萄属)"	"14.80"	"软"	"2.96"	"较小"	"PTG0275"	"HEI LA CHA JI"	"近圆"	"Vitaceae(葡萄科)"	"0.71"
"391"	"中上"	"16.74"	"黑玛德琳"	"220.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.22"	"早"	"酸甜"	"--"	"较好"	"少"	"2.20"	"蓝黑"	"小"	"Vitis(葡萄属)"	"17.40"	"软"	"3.50"	"小"	"PTG0276"	"HEI MA DE LIN"	"椭圆"	"Vitaceae(葡萄科)"	"0.74"
"392"	"中"	"12.52"	"黑曼道克"	"117.2"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜"	"法国"	"中"	"多"	"1.93"	"紫红"	"小"	"Vitis(葡萄属)"	"16.40"	"较软"	"3.07"	"小"	"PTG0277"	"HEI MAN DAO KE"	"椭圆"	"Vitaceae(葡萄科)"	"0.63"
"393"	"中"	"11.60"	"黑曼道克"	"125.0"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.30"	"早"	"酸甜"	"法国"	"中"	"多"	"2.20"	"紫黑"	"小"	"Vitis(葡萄属)"	"14.70"	"软"	"2.68"	"小"	"PTF0277"	"HEI MAN DAO KE"	"鸡心"	"Vitaceae(葡萄科)"	"1.03"
"394"	"中"	"14.98"	"黑彭斯"	"374.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"英国"	"中"	"中"	"3.89"	"红紫"	"中"	"Vitis(葡萄属)"	"17.00"	"软"	"3.23"	"中"	"PTG0278"	"HEI PENG SI"	"近圆"	"Vitaceae(葡萄科)"	"0.78"
"395"	"中"	"13.24"	"黑齐姆良"	"139.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"苏联"	"中"	"中"	"1.60"	"紫红"	"小"	"Vitis(葡萄属)"	"18.40"	"软"	"3.18"	"小"	"PTG0280"	"HEI QI MU LIANG"	"近圆"	"Vitaceae(葡萄科)"	"0.78"
"396"	"中"	"12.69"	"黑赛必尔"	"108.9"	"酿酒"	"国外"	"--"	"欧美杂种"	"8.26"	"晚"	"甜酸"	"法国"	"中"	"多"	"1.57"	"紫红"	"小"	"Vitis(葡萄属)"	"16.00"	"软"	"2.68"	"小"	"PTG0281"	"HEI SAI BI ER"	"扁圆"	"Vitaceae(葡萄科)"	"0.83"
"397"	"中"	"10.39"	"黑赛林"	"293.2"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.19"	"中"	"酸甜"	"法国"	"中"	"少"	"2.86"	"紫红"	"较小"	"Vitis(葡萄属)"	"13.20"	"脆"	"2.78"	"较小"	"PTG0282"	"HEI SAI LIN"	"椭圆"	"Vitaceae(葡萄科)"	"1.20"
"398"	"中"	"11.09"	"黑沙巴斯"	"269.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜"	"苏联"	"中"	"多"	"2.65"	"紫红"	"较小"	"Vitis(葡萄属)"	"14.30"	"软"	"3.00"	"较小"	"PTG0283"	"HEI SHA BA SI"	"椭圆"	"Vitaceae(葡萄科)"	"0.48"
"399"	"中"	"13.40"	"黑苏丹宁"	"337.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜"	"苏联"	"中"	"中"	"5.70"	"紫红"	"较大"	"Vitis(葡萄属)"	"16.00"	"较脆"	"3.24"	"较小"	"PTG0284"	"HEI SU DAN NING"	"椭圆"	"Vitaceae(葡萄科)"	"0.56"
"400"	"中"	"9.03"	"黑万尼西科"	"228.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"甜酸"	"苏联"	"中"	"多"	"2.18"	"紫红"	"小"	"Vitis(葡萄属)"	"14.50"	"软"	"3.08"	"小"	"PTG0285"	"HEI WAN NI XI KE"	"近圆"	"Vitaceae(葡萄科)"	"0.65"
"401"	"中"	"13.60"	"黑夏尼"	"109.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜酸"	"苏联"	"中"	"多"	"2.71"	"紫红"	"较小"	"Vitis(葡萄属)"	"15.60"	"较软"	"3.09"	"小"	"PTG0286"	"HEI XIA NI"	"近圆"	"Vitaceae(葡萄科)"	"0.69"
