"id"	"蜡质厚薄"	"科名"	"子叶面积"	"钠含量"	"保存编号"	"品种名称"	"叶盖面直径"	"种子产量"	"染色体倍性"	"种子成熟期"	"粒性"	"开花盛期"	"白粉病"	"根头大小"	"省"	"抽苔盛期"	"译名"	"根沟深浅"	"类型"	"当年抽苔率"	"库编号"	"肉质粗细"	"育性"	"蔗糖产量"	"学名"	"统一编号"	"黄花毒病"	"叶柄宽"	"块根深度"	"果盖脱落率"	"处署绿叶"	"种子成熟度"	"叶面形状"	"块根形状"	"幼苗百株重"	"钾含量"	"种子发芽率"	"花粉量"	"叶柄色"	"子叶大小"	"处署枯叶"	"褐斑病"	"属名"	"单粒率"	"结实密度"	"株型"	"苗期生长势"	"保存单位"	"叶色"	"种株株型"	"氮含量"	"叶丛型"	"根腐病"	"备注"	"叶肉厚薄"	"蔗糖含量"	"叶缘形"	"叶形"	"维管束环数"	"根叶比值"	"叶柄长"	"下胚轴色"	"叶面多毛性"	"茎叶产量"	"经济类型"	"种子单粒率"	"块根产量吨"	"块根产量"	"不育率"	"品种来源"	"抽苔率"	"叶数"	"种子千粒重"	"根皮光滑"	"出苗盛期"	"蔗糖产量吨"	"根肉色"
"138"	"中"	"Chenopodiaceae(藜科)"	"70.27"	"3.723"	"D17014"	"Buszczynski-MLR"	"58.0"	"72.00"	"2x"	"--"	"多"	"6.26"	"--"	"中"	"国外"	"6.14"	"Buszczynski-MLR"	"浅"	"国外"	"0.00"	"I6A00164"	"细"	"可育"	"185.97"	"Beta vulgaris L.(甜菜)"	"ZT000263"	"--"	"中"	"--"	"--"	"--"	"90.0"	"波浪"	"圆锥"	"902.00"	"2.623"	"83.0"	"少"	"绿"	"--"	"--"	"HS"	"Beta(甜菜属)"	"0"	"19.8"	"多茎"	"弱"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.673"	"斜立"	"--"	"--"	"厚"	"15.00"	"中波"	"犁铧"	"6"	"13.259"	"中"	"淡绿"	"光滑"	"70.75"	"LL"	"--"	"18.59"	"1239.79"	"0"	"波兰"	"75.00"	"34.3"	"36.0"	"光滑"	"5.23"	"2.79"	"白"
"139"	"厚"	"Chenopodiaceae(藜科)"	"58.88"	"3.819"	"D17015"	"Polanowice-N"	"70.0"	"41.70"	"2x"	"--"	"多"	"6.29"	"--"	"小"	"国外"	"6.19"	"Polanowice-N"	"深"	"国外"	"0.00"	"I6A00165"	"细"	"可育"	"195.46"	"Beta vulgaris L.(甜菜)"	"ZT000264"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"780.00"	"2.089"	"96.0"	"中"	"绿"	"--"	"--"	"HS"	"Beta(甜菜属)"	"0"	"18.2"	"单茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"单茎"	"5.298"	"匍匐"	"--"	"--"	"厚"	"17.80"	"中波"	"舌形"	"5"	"2.405"	"中"	"混"	"光滑"	"582.20"	"Z"	"--"	"16.47"	"1098.06"	"0"	"波兰"	"53.00"	"33.4"	"35.0"	"不光滑"	"5.23"	"2.93"	"白"
"140"	"中"	"Chenopodiaceae(藜科)"	"130.80"	"5.018"	"D17016"	"PZHR1"	"70.0"	"100.00"	"2x"	"--"	"多"	"7.03"	"--"	"大"	"国外"	"6.15"	"PZHR1"	"浅"	"国外"	"0.00"	"I6A00166"	"细"	"可育"	"170.80"	"Beta vulgaris L.(甜菜)"	"ZT000265"	"--"	"中"	"--"	"4.0"	"--"	"100.0"	"波浪"	"圆锥"	"698.00"	"5.741"	"98.0"	"中"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"18.3"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"淡绿"	"多茎"	"1.107"	"斜立"	"--"	"--"	"薄"	"14.60"	"中波"	"犁铧"	"7"	"5.746"	"长"	"混"	"光滑"	"131.55"	"LL"	"--"	"17.55"	"1169.83"	"0"	"波兰"	"92.00"	"40.3"	"27.0"	"光滑"	"5.23"	"2.56"	"白"
"141"	"中"	"Chenopodiaceae(藜科)"	"111.78"	"6.026"	"D17017"	"IHAR-K"	"60.0"	"117.00"	"2x"	"--"	"多"	"6.21"	"--"	"大"	"国外"	"6.05"	"IHAR-K"	"浅"	"国外"	"0.00"	"I6A00167"	"细"	"可育"	"176.24"	"Beta vulgaris L.(甜菜)"	"ZT000266"	"--"	"宽"	"--"	"--"	"--"	"90.0"	"波浪"	"纺锤"	"715.00"	"5.680"	"77.0"	"中"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"20.2"	"多茎"	"中"	"中国农科院甜菜研究所"	"淡绿"	"多茎"	"1.196"	"斜立"	"--"	"--"	"薄"	"13.30"	"中波"	"犁铧"	"5"	"4.754"	"长"	"混"	"光滑"	"308.82"	"E"	"--"	"19.88"	"1325.08"	"0"	"波兰"	"100.00"	"39.4"	"46.0"	"光滑"	"5.14"	"2.64"	"白"
"142"	"厚"	"Chenopodiaceae(藜科)"	"118.63"	"4.724"	"D17018"	"mono-IHAR"	"60.0"	"22.70"	"2x"	"--"	"多"	"6.27"	"--"	"中"	"国外"	"6.04"	"mono-IHAR"	"浅"	"国外"	"1.70"	"I6A00168"	"较粗"	"可育"	"184.25"	"Beta vulgaris L.(甜菜)"	"ZT000267"	"--"	"宽"	"--"	"--"	"--"	"90.0"	"波浪"	"圆锥"	"800.00"	"2.599"	"80.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"28.4"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"浓绿"	"多茎"	"0.849"	"斜立"	"--"	"--"	"厚"	"15.20"	"大波"	"犁铧"	"9"	"8.402"	"中"	"混"	"光滑"	"225.93"	"LL"	"2"	"18.18"	"1212.18"	"0"	"波兰"	"92.86"	"35.4"	"25.0"	"光滑"	"5.07"	"5.52"	"白"
"143"	"厚"	"Chenopodiaceae(藜科)"	"113.20"	"4.523"	"D17019"	"P 51"	"68.0"	"52.00"	"2x"	"--"	"多"	"6.20"	"--"	"中"	"国外"	"5.25"	"P 51"	"浅"	"国外"	"0.00"	"--"	"细"	"可育"	"204.77"	"Beta vulgaris L.(甜菜)"	"ZT000268"	"--"	"宽"	"--"	"--"	"--"	"90.0"	"波浪"	"楔形"	"614.00"	"4.505"	"75.0"	"少"	"绿"	"--"	"--"	"HS"	"Beta(甜菜属)"	"0"	"23.8"	"单茎"	"中"	"中国农科院甜菜研究所"	"淡绿"	"单茎"	"3.714"	"斜立"	"--"	"--"	"厚"	"13.40"	"中波"	"舌形"	"7"	"4.147"	"中"	"混"	"光滑"	"476.40"	"E"	"--"	"22.92"	"1528.16"	"0"	"波兰"	"90.00"	"33.8"	"35.0"	"较光滑"	"5.14"	"3.07"	"白"
"144"	"厚"	"Chenopodiaceae(藜科)"	"80.84"	"4.280"	"D17020"	"Udycz-B"	"66.0"	"30.00"	"2x"	"--"	"多"	"6.28"	"--"	"中"	"国外"	"6.18"	"Udycz-B"	"浅"	"国外"	"0.00"	"I6A00169"	"细"	"可育"	"200.88"	"Beta vulgaris L.(甜菜)"	"ZT000269"	"--"	"中"	"--"	"1.0"	"--"	"100.0"	"波浪"	"圆锥"	"951.00"	"3.805"	"86.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"20.5"	"混和"	"中"	"中国农科院甜菜研究所"	"淡绿"	"混合"	"1.864"	"斜立"	"--"	"--"	"薄"	"15.50"	"大波"	"犁铧"	"7"	"6.423"	"中"	"混"	"光滑"	"201.30"	"E"	"--"	"19.44"	"1295.99"	"0"	"波兰"	"66.70"	"34.8"	"36.0"	"光滑"	"5.23"	"3.01"	"淡黄"
"145"	"中"	"Chenopodiaceae(藜科)"	"65.62"	"7.643"	"D17021"	"Sandomerska-C"	"60.0"	"70.00"	"2x"	"--"	"多"	"7.05"	"--"	"小"	"国外"	"6.22"	"Sandomerska-C"	"浅"	"国外"	"0.00"	"I6A00170"	"细"	"可育"	"172.70"	"Beta vulgaris L.(甜菜)"	"ZT000270"	"--"	"中"	"--"	"2.0"	"--"	"100.0"	"波浪"	"圆锥"	"816.00"	"6.140"	"65.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"17.7"	"多茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"多茎"	"4.540"	"斜立"	"--"	"--"	"薄"	"13.70"	"中波"	"犁铧"	"8"	"11.542"	"中"	"混"	"光滑"	"101.25"	"LL"	"--"	"18.91"	"1260.56"	"0"	"波兰"	"83.20"	"33.8"	"22.0"	"光滑"	"5.23"	"2.59"	"白"
"146"	"厚"	"Chenopodiaceae(藜科)"	"88.57"	"3.262"	"D17022"	"Sandomerska-P"	"58.0"	"40.00"	"2x"	"--"	"多"	"6.27"	"--"	"小"	"国外"	"6.16"	"Sandomerska-P"	"深"	"国外"	"0.00"	"I6A00171"	"粗"	"可育"	"189.54"	"Beta vulgaris L.(甜菜)"	"ZT000271"	"--"	"宽"	"--"	"1.0"	"--"	"100.0"	"波浪"	"纺锤"	"709.00"	"3.291"	"96.0"	"少"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"17.7"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"1.663"	"斜立"	"--"	"--"	"厚"	"16.50"	"中波"	"犁铧"	"6"	"2.384"	"长"	"淡绿"	"有毛"	"662.51"	"N"	"--"	"17.23"	"1148.75"	"0"	"波兰"	"91.00"	"30.5"	"35.0"	"不光滑"	"5.22"	"2.84"	"淡黄"
"147"	"--"	"Chenopodiaceae(藜科)"	"--"	"1.107"	"D17023"	"SWHN-C"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"中"	"国外"	"--"	"SWHN-C"	"深"	"国外"	"0.00"	"I6A00561"	"粗"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000272"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"纺锤"	"542.00"	"5.352"	"--"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"16.0"	"--"	"较弱"	"中国农科院甜菜研究所"	"淡绿"	"混合"	"2.461"	"斜立"	"--"	"--"	"--"	"16.50"	"--"	"犁铧"	"8"	"--"	"长"	"淡绿"	"有毛"	"--"	"N"	"--"	"17.63"	"--"	"0"	"波兰"	"--"	"34.0"	"20.0"	"光滑"	"--"	"2.91"	"白"
"148"	"中"	"Chenopodiaceae(藜科)"	"78.98"	"4.375"	"D17024"	"Rogow-L"	"50.0"	"80.00"	"2x"	"--"	"多"	"6.17"	"--"	"小"	"国外"	"5.29"	"Rogow-L"	"浅"	"国外"	"0.00"	"I6A00172"	"粗"	"可育"	"159.16"	"Beta vulgaris L.(甜菜)"	"ZT000273"	"--"	"宽"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"933.00"	"4.966"	"93.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"20.3"	"混和"	"较弱"	"中国农科院甜菜研究所"	"绿"	"混合"	"3.803"	"斜立"	"--"	"--"	"薄"	"14.80"	"中波"	"犁铧"	"5"	"9.575"	"中"	"混"	"光滑"	"122.59"	"LL"	"--"	"16.13"	"1075.32"	"0"	"波兰"	"90.00"	"33.6"	"37.0"	"光滑"	"5.10"	"2.39"	"黄"
"149"	"厚"	"Chenopodiaceae(藜科)"	"92.12"	"8.536"	"D17025"	"Rogow-P"	"60.0"	"13.00"	"2x"	"--"	"多"	"6.29"	"--"	"中"	"国外"	"6.18"	"Rogow-P"	"浅"	"国外"	"0.00"	"I6A00173"	"细"	"可育"	"208.16"	"Beta vulgaris L.(甜菜)"	"ZT000274"	"--"	"中"	"--"	"2.0"	"--"	"100.0"	"波浪"	"纺锥"	"605.00"	"2.020"	"89.0"	"中"	"绿"	"--"	"--"	"MR"	"Beta(甜菜属)"	"0"	"19.3"	"单茎"	"较弱"	"中国农科院甜菜研究所"	"淡绿"	"单茎"	"0.195"	"斜立"	"--"	"--"	"薄"	"15.10"	"中波"	"犁铧"	"4"	"5.536"	"长"	"混"	"光滑"	"301.32"	"E"	"--"	"20.68"	"1378.57"	"0"	"波兰"	"75.00"	"34.8"	"24.0"	"光滑"	"5.23"	"3.12"	"白"
"150"	"厚"	"Chenopodiaceae(藜科)"	"84.69"	"11.044"	"D17026"	"Rogow-N"	"62.0"	"25.00"	"2x"	"--"	"多"	"6.20"	"--"	"小"	"国外"	"5.31"	"Rogow-N"	"深"	"国外"	"0.00"	"I6A00174"	"粗"	"可育"	"171.86"	"Beta vulgaris L.(甜菜)"	"ZT000275"	"--"	"中"	"--"	"--"	"--"	"90.0"	"波浪"	"圆锥"	"692.00"	"4.151"	"83.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"23.0"	"混和"	"较弱"	"中国农科院甜菜研究所"	"绿"	"混合"	"0.283"	"直立"	"--"	"--"	"厚"	"14.00"	"中波"	"舌形"	"4"	"1.335"	"长"	"混"	"有毛"	"201.28"	"LL"	"--"	"18.40"	"1226.85"	"0"	"波兰"	"100.00"	"33.3"	"36.0"	"不光滑"	"5.04"	"2.58"	"白"
"151"	"中"	"Chenopodiaceae(藜科)"	"110.58"	"10.833"	"D17027"	"二倍体单粒"	"50.0"	"55.60"	"2x"	"--"	"单"	"6.27"	"--"	"大"	"国外"	"6.04"	"ER BEI TI DAN LI"	"浅"	"国外"	"0.00"	"I6A00562"	"细"	"可育"	"163.62"	"Beta vulgaris L.(甜菜)"	"ZT000276"	"--"	"中"	"--"	"1.0"	"--"	"90.0"	"波浪"	"圆锥"	"697.00"	"2.661"	"87.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"96"	"27.0"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"1.137"	"斜立"	"--"	"--"	"厚"	"15.00"	"中波"	"舌形"	"6"	"7.754"	"中"	"混"	"有毛"	"196.36"	"LL"	"96"	"16.36"	"1090.80"	"0"	"波兰"	"77.80"	"34.8"	"17.0"	"光滑"	"5.06"	"2.45"	"白"
"152"	"厚"	"Chenopodiaceae(藜科)"	"94.38"	"5.019"	"D17028"	"波引一号MS"	"65.0"	"20.00"	"2x"	"--"	"多"	"6.26"	"--"	"小"	"国外"	"5.30"	"BO YIN YI HAO MS"	"深"	"国外"	"0.00"	"I6A00175"	"细"	"不育"	"186.60"	"Beta vulgaris L.(甜菜)"	"ZT000277"	"--"	"宽"	"--"	"2.0"	"--"	"100.0"	"波浪"	"圆锥"	"732.00"	"5.787"	"97.0"	"少"	"红"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"18.3"	"混和"	"较弱"	"中国农科院甜菜研究所"	"浓绿"	"混合"	"0.372"	"斜立"	"--"	"--"	"厚"	"16.20"	"中波"	"犁铧"	"8"	"4.123"	"中"	"混"	"有毛"	"252.80"	"N"	"--"	"17.28"	"1151.83"	"86"	"波兰"	"88.00"	"36.3"	"39.0"	"较光滑"	"5.08"	"2.80"	"白"
"153"	"中"	"Chenopodiaceae(藜科)"	"79.39"	"2.819"	"D17029"	"波引一号O"	"60.0"	"20.00"	"2x"	"--"	"多"	"6.26"	"--"	"大"	"国外"	"5.30"	"BO YIN YI HAO O"	"深"	"国外"	"0.00"	"I6A00176"	"细"	"可育"	"157.61"	"Beta vulgaris L.(甜菜)"	"ZT000278"	"--"	"宽"	"--"	"--"	"--"	"100.0"	"波浪"	"纺锤"	"452.00"	"2.781"	"87.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"17.5"	"混和"	"弱"	"中国农科院甜菜研究所"	"浓绿"	"混合"	"2.800"	"斜立"	"--"	"--"	"厚"	"15.40"	"大波"	"舌形"	"6"	"4.558"	"中"	"淡绿"	"光滑"	"243.62"	"LL"	"--"	"15.36"	"1023.81"	"0"	"波兰"	"100.00"	"39.8"	"28.0"	"较光滑"	"5.20"	"2.37"	"淡黄"
"154"	"中"	"Chenopodiaceae(藜科)"	"89.46"	"5.343"	"D17030"	"波引二号MS"	"55.0"	"45.70"	"2x"	"--"	"多"	"6.24"	"--"	"大"	"国外"	"5.31"	"BO YIN ER HAO MS"	"深"	"国外"	"0.00"	"I6A00177"	"细"	"不育"	"179.02"	"Beta vulgaris L.(甜菜)"	"ZT000279"	"--"	"宽"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"599.00"	"3.729"	"98.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"19.2"	"单茎"	"中"	"中国农科院甜菜研究所"	"浓绿"	"单茎"	"4.190"	"斜立"	"--"	"--"	"厚"	"14.90"	"中波"	"犁铧"	"9"	"8.605"	"长"	"混"	"有毛"	"219.16"	"LL"	"--"	"18.02"	"1201.45"	"47"	"波兰"	"100.00"	"33.7"	"41.0"	"不光滑"	"5.08"	"2.69"	"淡黄"
"155"	"中"	"Chenopodiaceae(藜科)"	"65.00"	"5.685"	"D17031"	"波引二号O"	"60.0"	"41.50"	"2x"	"--"	"多"	"6.26"	"--"	"大"	"国外"	"5.31"	"BO YIN ER HAO O"	"浅"	"国外"	"0.00"	"I6A00178"	"细"	"可育"	"195.58"	"Beta vulgaris L.(甜菜)"	"ZT000280"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"674.00"	"4.530"	"98.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"18.3"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"0.884"	"斜立"	"--"	"--"	"厚"	"13.90"	"大波"	"犁铧"	"5"	"3.536"	"中"	"混"	"光滑"	"624.65"	"E"	"--"	"21.11"	"1407.01"	"0"	"波兰"	"100.00"	"32.8"	"42.0"	"光滑"	"5.08"	"2.93"	"白"
"156"	"厚"	"Chenopodiaceae(藜科)"	"159.41"	"5.546"	"D17032"	"波引三号MS"	"57.0"	"25.60"	"2x"	"--"	"多"	"6.19"	"--"	"小"	"国外"	"5.30"	"BO YIN SAN HAO MS"	"浅"	"国外"	"0.00"	"I6A00179"	"细"	"不育"	"183.37"	"Beta vulgaris L.(甜菜)"	"ZT000281"	"--"	"中"	"--"	"1.0"	"--"	"102.0"	"波浪"	"纺锤"	"713.00"	"3.555"	"95.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"21.0"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"4.083"	"斜立"	"--"	"--"	"薄"	"16.30"	"大波"	"犁铧"	"8"	"2.045"	"中"	"混"	"有毛"	"613.85"	"N"	"--"	"16.87"	"1124.94"	"60"	"波兰"	"100.00"	"34.6"	"26.0"	"光滑"	"5.08"	"2.75"	"白"
"157"	"厚"	"Chenopodiaceae(藜科)"	"97.27"	"6.456"	"D17033"	"波引三号O"	"60.0"	"61.00"	"2x"	"--"	"多"	"6.19"	"--"	"中"	"国外"	"5.30"	"BO YIN SAN HAO O"	"深"	"国外"	"0.00"	"I6A00180"	"细"	"可育"	"151.25"	"Beta vulgaris L.(甜菜)"	"ZT000282"	"--"	"中"	"--"	"--"	"--"	"100.0"	"波浪"	"楔形"	"568.00"	"2.531"	"96.0"	"中"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"18.7"	"单茎"	"中"	"中国农科院甜菜研究所"	"绿"	"单茎"	"0.148"	"斜立"	"--"	"--"	"薄"	"14.40"	"中波"	"犁铧"	"11"	"9.670"	"长"	"混"	"有毛"	"161.49"	"LL"	"--"	"15.76"	"1050.77"	"0"	"波兰"	"100.00"	"32.2"	"28.0"	"不光滑"	"5.07"	"2.27"	"白"
"158"	"中"	"Chenopodiaceae(藜科)"	"165.21"	"5.161"	"D17034"	"波引五号MS"	"55.0"	"30.80"	"2x"	"--"	"多"	"6.20"	"--"	"大"	"国外"	"5.31"	"BO YIN WU HAO MS"	"浅"	"国外"	"0.00"	"I6A00181"	"细"	"不育"	"181.91"	"Beta vulgaris L.(甜菜)"	"ZT000283"	"--"	"宽"	"--"	"1.0"	"--"	"100.0"	"波浪"	"圆锥"	"963.00"	"6.665"	"95.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"15.5"	"单茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"单茎"	"8.470"	"斜立"	"--"	"--"	"厚"	"13.80"	"中波"	"舌形"	"7"	"5.930"	"长"	"混"	"有毛"	"238.20"	"E"	"--"	"19.78"	"1318.50"	"60"	"波兰"	"100.00"	"28.8"	"31.0"	"光滑"	"5.10"	"2.73"	"白"
"159"	"中"	"Chenopodiaceae(藜科)"	"142.93"	"1.033"	"D17035"	"波引五号O"	"58.0"	"70.00"	"2x"	"--"	"多"	"6.21"	"--"	"大"	"国外"	"5.31"	"BO YIN WU HAO O"	"深"	"国外"	"0.00"	"I6A00182"	"细"	"可育"	"189.12"	"Beta vulgaris L.(甜菜)"	"ZT000284"	"--"	"宽"	"--"	"--"	"--"	"100.0"	"波浪"	"圆锥"	"804.00"	"5.952"	"95.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"22.8"	"单茎"	"较旺"	"中国农科院甜菜研究所"	"浓绿"	"单茎"	"3.891"	"斜立"	"--"	"--"	"厚"	"14.30"	"大波"	"犁铧"	"7"	"6.004"	"长"	"混"	"有毛"	"306.23"	"E"	"--"	"19.84"	"1322.48"	"0"	"波兰"	"100.00"	"30.9"	"30.0"	"光滑"	"5.13"	"2.84"	"白"
"160"	"中"	"Chenopodiaceae(藜科)"	"137.16"	"5.042"	"D17036"	"波引六号MS"	"59.0"	"50.50"	"2x"	"--"	"多"	"6.23"	"--"	"大"	"国外"	"5.30"	"BO YIN LIU HAO MS"	"浅"	"国外"	"0.00"	"I6A00183"	"粗"	"不育"	"202.35"	"Beta vulgaris L.(甜菜)"	"ZT000285"	"--"	"中"	"--"	"5.0"	"--"	"100.0"	"波浪"	"圆锥"	"739.00"	"1.233"	"95.0"	"少"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"21.5"	"混和"	"较旺"	"中国农科院甜菜研究所"	"绿"	"混合"	"0.541"	"斜立"	"--"	"--"	"薄"	"13.70"	"中波"	"犁铧"	"5"	"6.628"	"长"	"混"	"有毛"	"268.82"	"E"	"--"	"22.16"	"1477.03"	"70"	"波兰"	"100.00"	"30.5"	"51.0"	"光滑"	"5.04"	"3.04"	"白"
"161"	"中"	"Chenopodiaceae(藜科)"	"137.16"	"6.668"	"D17037"	"波引六号O"	"55.0"	"56.00"	"2x"	"--"	"多"	"6.23"	"--"	"大"	"国外"	"5.30"	"BO YIN LIU HAO O"	"浅"	"国外"	"0.00"	"I6A00184"	"细"	"可育"	"212.13"	"Beta vulgaris L.(甜菜)"	"ZT000286"	"--"	"宽"	"--"	"4.0"	"--"	"90.0"	"波浪"	"圆锥"	"846.00"	"5.602"	"94.0"	"多"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"25.7"	"混和"	"旺"	"中国农科院甜菜研究所"	"绿"	"混合"	"2.235"	"斜立"	"--"	"--"	"薄"	"14.50"	"中波"	"犁铧"	"6"	"5.384"	"长"	"混"	"有毛"	"324.82"	"E"	"--"	"21.94"	"1462.96"	"0"	"波兰"	"100.00"	"33.6"	"41.0"	"光滑"	"5.06"	"3.18"	"白"
"162"	"厚"	"Chenopodiaceae(藜科)"	"118.54"	"6.498"	"D17038"	"X"	"67.0"	"25.00"	"2x"	"--"	"多"	"6.27"	"--"	"大"	"国外"	"6.10"	"X"	"深"	"国外"	"0.00"	"I6A00185"	"细"	"可育"	"131.55"	"Beta vulgaris L.(甜菜)"	"ZT000287"	"--"	"宽"	"--"	"1.0"	"--"	"100.0"	"波浪"	"纺锤"	"684.00"	"5.426"	"94.0"	"中"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"22.1"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.482"	"斜立"	"--"	"半饲料"	"厚"	"12.40"	"中波"	"犁铧"	"5"	"9.299"	"长"	"混"	"光滑"	"162.64"	"LL"	"--"	"15.91"	"1060.89"	"0"	"波兰"	"93.80"	"36.5"	"32.0"	"光滑"	"5.14"	"1.97"	"白"
"163"	"厚"	"Chenopodiaceae(藜科)"	"137.25"	"3.302"	"D17039"	"O"	"54.0"	"41.00"	"2x"	"--"	"多"	"6.23"	"--"	"小"	"国外"	"6.08"	"O"	"浅"	"国外"	"0.00"	"I6A00186"	"细"	"可育"	"197.58"	"Beta vulgaris L.(甜菜)"	"ZT000288"	"--"	"中"	"--"	"1.0"	"--"	"80.0"	"波浪"	"纺锤"	"875.00"	"2.909"	"96.0"	"中"	"绿"	"--"	"--"	"MS"	"Beta(甜菜属)"	"0"	"20.2"	"多茎"	"中"	"中国农科院甜菜研究所"	"绿"	"多茎"	"1.668"	"直立"	"--"	"半饲料"	"厚"	"14.50"	"中波"	"犁铧"	"6"	"7.170"	"长"	"混"	"光滑"	"261.40"	"E"	"--"	"20.44"	"1362.65"	"0"	"波兰"	"71.00"	"35.5"	"34.0"	"光滑"	"5.08"	"2.96"	"白"
"164"	"中"	"Chenopodiaceae(藜科)"	"94.20"	"3.606"	"D18003"	"P.Lovrin-532"	"50.0"	"31.30"	"2x"	"--"	"多"	"6.29"	"--"	"大"	"国外"	"6.17"	"P.Lovrin-532"	"深"	"国外"	"0.00"	"I6A00187"	"细"	"可育"	"144.80"	"Beta vulgaris L.(甜菜)"	"ZT000289"	"--"	"宽"	"--"	"--"	"--"	"90.0"	"波浪"	"圆锥"	"762.00"	"3.784"	"80.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"15.7"	"单茎"	"较弱"	"中国农科院甜菜研究所"	"绿"	"单茎"	"0.548"	"斜立"	"--"	"--"	"厚"	"16.70"	"大波"	"犁铧"	"7"	"2.412"	"长"	"混"	"光滑"	"566.22"	"LL"	"--"	"13.00"	"867.04"	"0"	"罗马尼亚"	"76.90"	"32.2"	"40.0"	"不光滑"	"5.20"	"2.17"	"白"
"165"	"厚"	"Chenopodiaceae(藜科)"	"121.59"	"4.446"	"D18004"	"S.S.L.442"	"55.0"	"50.00"	"2x"	"--"	"多"	"6.29"	"--"	"中"	"国外"	"6.17"	"S.S.L.442"	"浅"	"国外"	"0.00"	"I6A00188"	"细"	"可育"	"207.38"	"Beta vulgaris L.(甜菜)"	"ZT000290"	"--"	"中"	"--"	"3.0"	"--"	"90.0"	"波浪"	"圆锥"	"855.00"	"3.796"	"96.0"	"多"	"绿"	"--"	"--"	"S"	"Beta(甜菜属)"	"0"	"21.8"	"混和"	"较弱"	"中国农科院甜菜研究所"	"绿"	"混合"	"2.861"	"斜立"	"--"	"--"	"厚"	"16.90"	"中波"	"犁铧"	"9"	"1.697"	"长"	"混"	"光滑"	"531.50"	"N"	"--"	"18.41"	"1227.13"	"0"	"罗马尼亚"	"83.30"	"36.5"	"45.0"	"不光滑"	"5.23"	"3.11"	"白"
