"id"	"记录号"	"分类"	"标题书名"	"作者"	"信息类型"	"信息来源"	"出版日期"	"出版者"	"出版地"	"载体形态"	"登录号"	"关键词"	"正文文摘"	"附件"
"266"	"GJ00266"	"S567.2-092.49"	"植物名实图考.第七卷,山草(三十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031674"	"山草；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/07/"
"267"	"GJ00267"	"S567.2-092.49"	"植物名实图考.第八卷,山草(五十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031675"	"山草；植物；图考"	"植物名实图考共八函六十卷,本册为第一函第八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/790/08/"
"268"	"GJ00268"	"S567.2-092.49"	"植物名实图考.第十七卷,石草(三十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031684"	"石草；水草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/01/"
"269"	"GJ00269"	"S567.2-092.49"	"植物名实图考.第十八卷,水草(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031685"	"水草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/02/"
"270"	"GJ00270"	"S567.2-092.49"	"植物名实图考.第十九卷,蔓草(五十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031686"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第十九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/03/"
"271"	"GJ00271"	"S567.2-092.49"	"植物名实图考.第二十卷,蔓草(四十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031687"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/04/"
"272"	"GJ00272"	"S567.2-092.49"	"植物名实图考.第二十一卷,蔓草(四十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031688"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/05/"
"273"	"GJ00273"	"S567.2-092.49"	"植物名实图考.第二十二卷,蔓草(三十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031689"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/06/"
"274"	"GJ00274"	"S567.2-092.49"	"植物名实图考.第二十三卷,蔓草(五十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031690"	"蔓草；花卉；芳草；毒草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/07/"
"275"	"GJ00275"	"S567.2-092.49"	"植物名实图考.第二十四卷,毒草(三十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S031691"	"毒草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/08/"
"276"	"GJ00276"	"S3-092.48"	"齐民要术.第四册"	"（后魏）贾思勰撰"	"古籍"	"SDIC馆藏图书著作"	"光绪元年（）"	"崇文书局"	"湖北"	"30cm"	"SG04906"	"作物"	"本册一卷。卷十。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1253/01/"
"277"	"GJ00277"	"S3-092.48"	"齐民要术.第三册"	"（后魏）贾思勰撰"	"古籍"	"SDIC馆藏图书著作"	"光绪元年（）"	"崇文书局"	"湖北"	"30cm"	"SG04905"	"做醋；做酱；做蒸糕；饼法；素食；汤铺"	"本册两卷。卷八、卷九。食品制作方法24种（素食、饼等）"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1253/02/"
"278"	"GJ00278"	"S3-092.48"	"齐民要术.第二册"	"（后魏）贾思勰撰"	"古籍"	"SDIC馆藏图书著作"	"光绪元年（）"	"崇文书局"	"湖北"	"30cm"	"SG04904"	"围篱；栽树；种枣；种桃；种李；种杏；种梅；种梨；种栗；种柿；安石榴；种木瓜；种椒；种桑柘；种榆白杨；"	"二册共四卷，卷四：围篱、栽树、种枣、种桃、种李、种杏、种梅、种梨、种栗、种柿、安石榴、种木瓜、种椒，卷五：种桑柘、种榆白杨、种棠、种漆、种槐柳、种竹、种红兰花、种蓝、种紫草、伐木，卷六：养牛、养马、养驴、养骡、养羊、养猪、养鸡、养鹅、养鱼，卷七：货殖、涂"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1253/03/"
"279"	"GJ00279"	"S3-092.48"	"齐民要术.第一册"	"（后魏）贾思勰撰"	"古籍"	"SDIC馆藏图书著作"	"光绪元年（）"	"崇文书局"	"湖北"	"30cm"	"SG04903"	"耕田；收种；种谷"	"一册共三卷，卷一：耕田、收种、种谷，卷二：黍稷、粱秫、大豆、小豆、种麻、种麻子、大麦、小麦、水稻、旱稻、胡麻、种各种瓜、种芋，卷三：种葵、蔓青、种蒜、种韭、种葱、种韭、蜀芥芸苔芥子、蓝香、苜蓿、杂说。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskrwt/rwt1/1253/04/"
