"id"	"叶身"	"花瓣数"	"叶尖"	"抗旱性"	"叶面"	"种子成熟期"	"叶肉厚"	"叶基"	"水浸出物"	"叶质"	"发芽日期"	"种径大小"	"新梢颜色"	"芽叶色泽"	"抗根结线虫"	"资源类型"	"茶多酚"	"咖啡碱"	"百粒重"	"抗云纹叶枯"	"叶齿密度"	"花瓣大小"	"品种名称"	"有效积温"	"叶色"	"叶齿深度"	"芽叶展开态"	"成茶香气"	"花瓣色泽"	"芽叶隆起性"	"儿茶素总量"	"繁殖方式"	"儿茶素一"	"柱头裂位"	"儿茶素三"	"叶宽"	"儿茶素四"	"花梗长度"	"红茶总分"	"儿茶素五"	"花萼数"	"种皮色泽"	"叶姿"	"茶果形状"	"抗寒性"	"科名"	"雌雄高比"	"树姿"	"新梢长度"	"统一编号"	"适制性"	"发芽密度"	"酯酶谱带数"	"栅栏组织厚"	"始花期"	"新梢茸毛"	"叶脉对数"	"新梢重量"	"丰产性"	"花柱长度"	"原产地"	"海绵组织厚"	"萜烯指数"	"叶形"	"种苗来源"	"属名"	"新梢密度"	"省"	"树型"	"乌龙茶总分"	"抗白星病"	"叶齿锐度"	"花萼色泽"	"抗螨类"	"花萼茸毛"	"柱头裂数"	"节间长度"	"抗小绿叶蝉"	"儿茶素二"	"抗轮斑病"	"叶缘"	"学名"	"树高"	"叶长"	"花冠直径"	"保存单位"	"盛花期"	"氨基酸"	"雄蕊数目"	"绿茶总分"	"倍数性"	"子房茸毛"	"生产力指数"	"苞片有无"	"分枝密度"	"芽叶茸毛"	"成茶滋味"	"结实性"
"127"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"744.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"128"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"746.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"129"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"755.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"130"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"756.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"131"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"757.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"132"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"758.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"133"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"760.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"134"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"761.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"135"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"762.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"136"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"763.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"137"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"764.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"138"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"765.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"139"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"766.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"140"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"767.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"141"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"773.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"142"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"778.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"143"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"780.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"144"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"--"	"--"	"821.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"145"	"平展"	"--"	"渐尖"	"--"	"隆起"	"--"	"225.2"	"楔形"	"40.03"	"较硬"	"3/31"	"1.2"	"--"	"黄绿色"	"--"	"品系"	"22.27"	"3.06"	"46.00"	"中抗"	"中"	"2.43"	"云桂大叶"	"21.3"	"深绿"	"浅"	"内折"	"高"	"白含绿"	"微隆"	"--"	"无性系"	"--"	"浅裂"	"--"	"4.3"	"--"	"1.10"	"89.0"	"--"	"5.0"	"棕褐色"	"--"	"棉铃形"	"中"	"Theaceae(山茶科)"	"等"	"半开张"	"--"	"00000832"	"红绿茶"	"密"	"7"	"66.2"	"--"	"--"	"10"	"--"	"--"	"1.50"	"广西桂林"	"123.5"	"0.34"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"广西"	"灌木"	"--"	"--"	"中"	"绿色"	"中抗"	"无"	"3裂"	"--"	"中抗"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"10.7"	"4.3"	"中国农科院茶叶研究所(杭09)"	"--"	"3.89"	"--"	"91.3"	"二倍体"	"多"	"2258"	"无"	"--"	"特多"	"鲜爽"	"多"
"146"	"内折"	"--"	"渐尖"	"--"	"微隆"	"--"	"271.0"	"楔形"	"38.86"	"硬"	"4/1"	"--"	"--"	"黄绿色"	"--"	"育成品种"	"25.65"	"3.62"	"--"	"感"	"稀"	"2.70"	"杭州大叶"	"16.9"	"深绿"	"浅"	"背卷"	"中"	"白色"	"隆起"	"--"	"无性系"	"--"	"中裂"	"--"	"4.8"	"--"	"0.90"	"87.5"	"--"	"5.0"	"--"	"--"	"--"	"弱"	"Theaceae(山茶科)"	"等"	"直立"	"--"	"00000845"	"红绿茶"	"密"	"6"	"89.7"	"--"	"--"	"8"	"--"	"--"	"1.70"	"浙江杭州"	"143.0"	"0.25"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"中"	"微紫色"	"中抗"	"无"	"3裂"	"--"	"高感"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"12.8"	"4.8"	"中国农科院茶叶研究所(杭22)"	"--"	"2.73"	"--"	"87.6"	"三倍体"	"多"	"2870"	"无"	"--"	"中"	"醇和"	"无"
"147"	"内折"	"--"	"渐尖"	"--"	"隆起"	"--"	"222.4"	"楔形"	"38.22"	"柔软"	"3/29"	"1.3"	"--"	"绿色"	"--"	"品系"	"23.65"	"3.79"	"45.00"	"抗"	"密"	"2.00"	"恩标"	"8.3"	"绿"	"浅"	"内折"	"高"	"白色"	"微隆"	"--"	"无性系"	"--"	"中裂"	"--"	"4.4"	"--"	"1.00"	"90.2"	"--"	"5.0"	"棕褐色"	"--"	"棉铃形"	"中"	"Theaceae(山茶科)"	"等"	"直立"	"--"	"00000846"	"红绿茶"	"密"	"6"	"66.5"	"--"	"--"	"9"	"--"	"--"	"1.20"	"湖北恩施"	"121.9"	"0.25"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖北"	"小乔木"	"--"	"--"	"锐"	"微紫色"	"感"	"中"	"3裂"	"--"	"感"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"10.1"	"3.4"	"中国农科院茶叶研究所(杭23)"	"--"	"2.34"	"--"	"90.3"	"二倍体"	"多"	"2348"	"无"	"--"	"多"	"浓醇"	"中"
"148"	"内折"	"--"	"渐尖"	"--"	"隆起"	"--"	"219.4"	"楔形"	"39.62"	"较硬"	"4/2"	"1.2"	"--"	"黄绿色"	"--"	"品系"	"26.18"	"4.14"	"38.00"	"感"	"密"	"2.30"	"蓝标1"	"18.2"	"深绿"	"深"	"背卷"	"高"	"白色"	"隆起"	"--"	"无性系"	"--"	"中裂"	"--"	"4.5"	"--"	"1.00"	"89.5"	"--"	"5.0"	"棕褐色"	"--"	"棉铃形"	"中"	"Theaceae(山茶科)"	"等"	"半开张"	"--"	"00000847"	"红绿茶"	"密"	"6"	"52.6"	"--"	"--"	"9"	"--"	"--"	"1.40"	"湖南蓝山"	"132.3"	"0.18"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"小乔木"	"--"	"--"	"中"	"微紫色"	"感"	"无"	"3裂"	"--"	"高感"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"11.4"	"4.0"	"中国农科院茶叶研究所(杭24)"	"--"	"2.74"	"--"	"90.4"	"二倍体"	"多"	"1647"	"无"	"--"	"多"	"浓鲜"	"中"
"149"	"内折"	"--"	"渐尖"	"--"	"隆起"	"--"	"232.3"	"楔形"	"41.69"	"较硬"	"4/5"	"1.0"	"--"	"绿色"	"--"	"品系"	"30.67"	"3.97"	"42.00"	"高感"	"中"	"2.80"	"蓝标2"	"26.9"	"绿"	"中"	"内折"	"中"	"白色"	"隆起"	"--"	"无性系"	"--"	"中裂"	"--"	"4.8"	"--"	"0.86"	"88.7"	"--"	"5.0"	"棕色"	"--"	"肾形"	"中"	"Theaceae(山茶科)"	"等"	"半开张"	"--"	"00000848"	"红茶"	"密"	"6"	"85.8"	"--"	"--"	"8"	"--"	"--"	"1.70"	"湖南蓝山"	"112.4"	"0.68"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"小乔木"	"--"	"--"	"钝"	"绿色"	"感"	"无"	"3裂"	"--"	"中抗"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"12.3"	"3.8"	"中国农科院茶叶研究所(杭25)"	"--"	"2.83"	"--"	"86.7"	"二倍体"	"多"	"2872"	"无"	"--"	"中"	"浓醇"	"中"
"150"	"内折"	"--"	"渐尖"	"--"	"隆起"	"--"	"244.4"	"楔形"	"41.61"	"硬"	"4/6"	"1.3"	"--"	"紫绿色"	"--"	"育成品种"	"24.87"	"4.17"	"62.00"	"中抗"	"中"	"2.10"	"阔叶藤茶"	"30.8"	"深绿"	"中"	"内折"	"高"	"白色"	"隆起"	"--"	"有性系"	"--"	"中裂"	"--"	"4.4"	"--"	"1.20"	"89.5"	"--"	"5.0"	"褐色"	"--"	"肾形"	"中"	"Theaceae(山茶科)"	"等"	"半开张"	"--"	"00000852"	"红绿茶"	"密"	"4"	"82.8"	"--"	"--"	"8"	"--"	"--"	"1.20"	"湖南长沙"	"131.7"	"0.28"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"锐"	"绿色"	"抗"	"无"	"3裂"	"--"	"中抗"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"9.9"	"4.0"	"中国农科院茶叶研究所(杭29)"	"--"	"3.61"	"--"	"89.7"	"二倍体"	"多"	"3064"	"无"	"--"	"多"	"浓醇"	"中"
"151"	"平展"	"--"	"渐尖"	"--"	"微隆"	"--"	"232.3"	"楔形"	"39.53"	"较硬"	"4/18"	"1.4"	"--"	"绿色"	"--"	"品系"	"20.19"	"3.84"	"55.00"	"高感"	"密"	"2.00"	"江苦2号"	"80.6"	"绿"	"深"	"内折"	"中"	"白色"	"微隆"	"--"	"无性系"	"--"	"中裂"	"--"	"5.3"	"--"	"0.70"	"88.5"	"--"	"5.0"	"棕褐色"	"--"	"肾形"	"弱"	"Theaceae(山茶科)"	"高"	"直立"	"--"	"00000853"	"红茶"	"密"	"4"	"69.9"	"--"	"--"	"7"	"--"	"--"	"1.40"	"湖南江华"	"128.3"	"0.60"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"锐"	"--"	"高感"	"少"	"3裂"	"--"	"中抗"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"11.4"	"3.6"	"中国农科院茶叶研究所(杭30)"	"--"	"4.17"	"--"	"86.2"	"二倍体"	"多"	"2407"	"无"	"--"	"中"	"醇和"	"中"
"152"	"内折"	"--"	"渐尖"	"--"	"微隆"	"--"	"--"	"楔形"	"--"	"较硬"	"3/29"	"1.3"	"--"	"黄绿色"	"--"	"育成品种"	"--"	"--"	"57.00"	"--"	"密"	"2.20"	"宜红早2号"	"13.8"	"绿"	"浅"	"背卷"	"--"	"白色"	"隆起"	"--"	"有性系"	"--"	"中裂"	"--"	"3.5"	"--"	"1.00"	"--"	"--"	"5.0"	"褐色"	"--"	"棉铃形"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"--"	"00000864"	"--"	"密"	"--"	"--"	"--"	"--"	"7"	"--"	"--"	"1.30"	"湖北宜昌"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖北"	"灌木"	"--"	"--"	"钝"	"绿色"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"--"	"8.0"	"3.8"	"中国农科院茶叶研究所(杭41)"	"--"	"--"	"--"	"--"	"--"	"多"	"--"	"无"	"--"	"多"	"--"	"多"
"153"	"内折"	"--"	"钝尖"	"--"	"隆起"	"11/21"	"221.3"	"楔形"	"42.72"	"较硬"	"2/1"	"1.4"	"--"	"黄绿色"	"--"	"育成品种"	"32.24"	"3.70"	"114.40"	"--"	"中"	"1.81"	"桂绿1号"	"--"	"深绿"	"深"	"内折"	"高"	"白色"	"隆起"	"--"	"无性系"	"--"	"中裂"	"--"	"3.4"	"--"	"0.80"	"89.7"	"--"	"5.0"	"棕色"	"--"	"球形"	"中"	"Theaceae(山茶科)"	"高"	"开张"	"--"	"00000889"	"绿茶"	"密"	"8"	"55.2"	"10/24"	"--"	"8"	"--"	"--"	"0.90"	"浙江瑞安"	"140.3"	"0.70"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"钝"	"浅绿色"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"Camellia sinensis (L.) O.Ktze(茶)"	"20.0"	"8.8"	"2.7"	"广西桂林茶叶研究所(桂16)"	"11/11"	"3.24"	"215.0"	"81.7"	"二倍体"	"多"	"1811"	"有"	"--"	"中"	"鲜爽"	"少"
"154"	"内折"	"--"	"渐尖"	"--"	"隆起"	"10/1"	"--"	"楔形"	"--"	"较硬"	"2/11"	"1.6"	"--"	"黄绿色"	"--"	"引进品种"	"--"	"--"	"157.00"	"--"	"稀"	"2.57"	"槠叶1号"	"79.1"	"绿"	"浅"	"内折"	"--"	"白色"	"隆起"	"--"	"有性系"	"--"	"浅裂"	"--"	"5.1"	"--"	"1.01"	"--"	"--"	"5.0"	"棕褐色"	"--"	"扁形球"	"--"	"Theaceae(山茶科)"	"低"	"半开张"	"--"	"00000957"	"--"	"密"	"--"	"--"	"8/24"	"--"	"11"	"--"	"--"	"1.20"	"云南牟定"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"云南"	"小乔木"	"--"	"--"	"锐"	"绿色"	"--"	"无"	"4裂"	"--"	"--"	"--"	"--"	"--"	"Camellia assamica (Mast) Chang(普洱茶)"	"430.0"	"10.5"	"4.6"	"云南省茶叶研究所(勐14)"	"10/11~11/11"	"--"	"245.0"	"--"	"--"	"多"	"--"	"无"	"--"	"多"	"--"	"多"
