"id"	"棉铃虫"	"棉酚"	"生长势"	"生育期"	"果枝节位"	"短绒色"	"单宁"	"棉红蜘蛛"	"株形"	"苞外蜜腺"	"白度"	"叶厚度"	"花药色"	"东经"	"统一编号"	"叶片大小"	"属名"	"茎色"	"叶蜜腺"	"花冠色"	"铃形"	"花大小"	"跨长"	"麦克隆值"	"北纬"	"种仁脂肪"	"黄萎病"	"棉毒素"	"原产地"	"主茎硬度"	"果枝数"	"气流纱支数"	"叶色"	"耐涝性"	"环纺纱号数"	"单株铃数"	"花柱长"	"伸长百分率"	"单位编号"	"译名"	"色泽"	"果枝伸展角"	"倒伏性"	"叶形"	"果枝类型"	"杂质等级"	"茎毛"	"科名"	"种子来源地"	"品种名称"	"年"	"类别"	"气流纺指标"	"省"	"光反射率"	"保存单位"	"库编号"	"种子绒毛"	"叶绒毛"	"絮棉色"	"学名"	"高程"	"红铃虫"	"花芯色"	"枯萎病"	"铃色"	"叶枝数"	"环纺纱强力"	"样品类型"	"长度整齐度"	"子指"	"铃室数"	"蚜虫"	"铃开裂"	"耐盐性"	"耐旱性"	"铃柄长"	"苞叶形状"	"比强度"	"种仁蛋白"	"衣分"	"铃重"	"铃着生方式"	"主茎粗细"	"株高"	"图象"
"1075"	"--"	"--"	"弱"	"120"	"5.9"	"灰"	"--"	"--"	"塔"	"有"	"8.9"	"中"	"乳白"	"11809"	"ZM-01520"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.3"	"3.9"	"3942"	"33.00"	"S"	"有"	"唐山地区所系选育成"	"中"	"13.0"	"7"	"绿"	"--"	"11"	"11.0"	"高于"	"6.4"	"--"	"113-48( TANG MIAN 1 HAO )"	"41-4"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"河北唐山"	"113-48(唐棉1号)"	"1987"	"陆国内"	"1938"	"河北"	"70.4"	"中棉所"	"I3A03065"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"50"	"--"	"白"	"S"	"绿"	"0.8"	"123"	"选育"	"50.2"	"11.5"	">3"	"--"	"畅"	"不抗"	"高抗"	"短"	"心脏"	"22.0"	"41.10"	"31.30"	"4.90"	"单生"	"细"	"80.0"	"--"
"1076"	"--"	"--"	"中"	"135"	"7.5"	"灰"	"--"	"--"	"塔"	"有"	"9.1"	"中"	"乳白"	"11430"	"ZM-01526"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.2"	"4.5"	"3635"	"33.60"	"S"	"有"	"河北棉花所有性杂交育成"	"中"	"12.0"	"6"	"绿"	"--"	"11"	"11.0"	"等于"	"6.4"	"--"	"198×(H1-BRED× JIAN JI 3 HAO )"	"41-3"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"河北邯郸"	"198×(H1-BRED×简鸡3号)"	"1986"	"陆国内"	"1747"	"河北"	"72.3"	"中棉所"	"I3A00770"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"46"	"--"	"白"	"S"	"绿"	"2.4"	"119"	"选育"	"54.4"	"11.9"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"20.3"	"39.10"	"37.00"	"5.10"	"单生"	"中"	"80.0"	"--"
"1077"	"--"	"--"	"中"	"137"	"8.5"	"灰"	"--"	"--"	"塔"	"有"	"9.5"	"中"	"乳白"	"11430"	"ZM-01529"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.4"	"2.5"	"3635"	"29.40"	"S"	"有"	"河北棉花所系选育成"	"中"	"12.5"	"8"	"绿"	"--"	"11"	"16.4"	"高于"	"5.7"	"--"	"353 GAO YI FEN ZAO SHU XI"	"21-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"河北邯郸"	"353高衣分早熟系"	"1986"	"陆国内"	"2029"	"河北"	"76.0"	"中棉所"	"I3A03066"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"46"	"--"	"白"	"S"	"绿"	"2.6"	"120"	"选育"	"45.0"	"11.5"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"19.9"	"43.90"	"33.30"	"5.30"	"单生"	"中"	"75.1"	"--"
"1078"	"--"	"--"	"中"	"123"	"7.2"	"灰"	"--"	"--"	"塔"	"有"	"8.0"	"中"	"乳白"	"11147"	"ZM-00235"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.3"	"4.6"	"3715"	"35.30"	"T"	"有"	"山西吕梁"	"中"	"15.3"	"7"	"绿"	"--"	"11"	"8.3"	"高于"	"7.1"	"--"	"FEN YANG 68 XI XUAN 97"	"41-1"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"山西汾阳"	"汾阳68系选97"	"1987"	"陆国内"	"1911"	"山西"	"74.9"	"中棉所"	"I3A01289"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"750"	"--"	"白"	"S"	"绿"	"0.4"	"126"	"选育"	"49.2"	"11.3"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"23.1"	"34.50"	"29.50"	"5.30"	"单生"	"细"	"72.1"	"--"
"1079"	"--"	"--"	"强"	"127"	"5.0"	"灰"	"--"	"--"	"塔"	"有"	"9.5"	"厚"	"乳白"	"11147"	"ZM-00236"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.5"	"4.2"	"3715"	"35.40"	"R"	"有"	"山西吕梁所系选育成"	"中"	"14.9"	"7"	"绿"	"--"	"10"	"10.2"	"高于"	"6.8"	"--"	"FEN YANG 68 XI XUAN 148"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"4"	"多"	"Malvaceae(锦葵科)"	"山西汾阳"	"汾阳68系选148"	"1987"	"陆国内"	"1867"	"山西"	"75.0"	"中棉所"	"I3A01290"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"750"	"--"	"白"	"S"	"绿"	"0.5"	"119"	"选育"	"50.2"	"10.8"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"23.3"	"38.70"	"35.10"	"5.40"	"单生"	"中"	"93.3"	"--"
"1080"	"--"	"--"	"强"	"137"	"5.0"	"灰"	"--"	"--"	"塔"	"有"	"9.7"	"薄"	"乳白"	"12147"	"ZM-00239"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.5"	"4.5"	"4136"	"37.20"	"S"	"有"	"辽宁北镇闯阳公社兴盛大队有性杂交育成"	"软"	"--"	"6"	"绿"	"--"	"10"	"7.0"	"等于"	"7.2"	"--"	"BEI ZHEN 71-156"	"42-1"	">45"	"倒"	"阔叶"	"2"	"4"	"中"	"Malvaceae(锦葵科)"	"辽宁北镇"	"北镇71-156"	"1987"	"陆国内"	"1737"	"辽宁"	"70.7"	"辽宁经作所"	"I3A02208"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"64"	"--"	"白"	"S"	"绿"	"--"	"110"	"选育"	"50.6"	"13.7"	">3"	"--"	"畅"	"抗"	"高抗"	"短"	"心脏"	"20.4"	"39.60"	"35.41"	"8.00"	"单生"	"细"	"40.2"	"--"
"1081"	"--"	"--"	"中"	"138"	"4.9"	"灰"	"--"	"--"	"塔"	"有"	"9.7"	"薄"	"乳白"	"12147"	"ZM-00243"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.3"	"4.6"	"4136"	"35.70"	"S"	"有"	"辽宁北镇闯阳公社兴盛大队有性杂交育成"	"软"	"5.9"	"7"	"绿"	"--"	"10"	"7.2"	"等于"	"7.4"	"--"	"BEI ZHEN 73-1"	"32-2"	">45"	"倒"	"阔叶"	"2"	"1"	"中"	"Malvaceae(锦葵科)"	"辽宁北镇"	"北镇73-1"	"1987"	"陆国内"	"1897"	"辽宁"	"73.5"	"辽宁经作所"	"I3A02209"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"64"	"--"	"白"	"S"	"绿"	"--"	"119"	"选育"	"51.5"	"14.5"	">3"	"--"	"畅"	"抗"	"高抗"	"短"	"心脏"	"23.3"	"34.20"	"35.58"	"7.10"	"单生"	"细"	"44.0"	"--"
"1082"	"--"	"--"	"中"	"123"	"7.6"	"灰"	"--"	"--"	"筒"	"有"	"8.6"	"中"	"黄"	"11426"	"ZM-01002"	"小"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.3"	"4.6"	"3804"	"34.80"	"S"	"有"	"华北农大"	"中"	"13.2"	"7"	"绿"	"--"	"10"	"16.5"	"等于"	"6.3"	"--"	"YI SHU HONG"	"41-3"	">45"	"不倒"	"阔叶"	"1"	"2"	"多"	"Malvaceae(锦葵科)"	"河北"	"一束红"	"1989"	"陆国内"	"1829"	"河北"	"73.9"	"山西棉花所"	"I3A03867"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"82"	"--"	"乳白"	"S"	"红绿"	"2.8"	"118"	"选育"	"51.0"	"9.3"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"22.0"	"39.60"	"36.70"	"3.80"	"单生"	"中"	"80.0"	"--"
"1083"	"--"	"--"	"中"	"130"	"7.5"	"灰"	"--"	"--"	"塔"	"有"	"9.4"	"中"	"乳白"	"11636"	"ZM-01004"	"大"	"Gossypium L.(棉属)"	"紫"	"有"	"乳白"	"卵圆"	"大"	"25.7"	"4.8"	"3932"	"36.80"	"S"	"有"	"河北廊坊所有性杂交育成"	"软"	"14.2"	"6"	"绿"	"--"	"10"	"20.1"	"等于"	"5.8"	"--"	"DA TAO MIAN"	"37-3"	">45"	"倒"	"阔叶"	"3"	"3"	"少"	"Malvaceae(锦葵科)"	"河北廊坊"	"大桃棉"	"1986"	"陆国内"	"1690"	"河北"	"72.7"	"湖北经作所"	"I3A01183"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"15"	"--"	"白"	"S"	"绿"	"2.2"	"107"	"选育"	"52.0"	"10.5"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"20.3"	"40.30"	"28.00"	"5.40"	"单生"	"中"	"91.0"	"--"
"1084"	"3"	"--"	"强"	"127"	"6.4"	"白"	"--"	"--"	"塔"	"有"	"9.3"	"中"	"乳白"	"11420"	"ZM-01010"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.6"	"2.8"	"3607"	"36.70"	"S"	"有"	"河南中棉所系选育成"	"中"	"12.6"	"8"	"绿"	"--"	"9"	"9.7"	"高于"	"5.0"	"--"	"XIAO YE CHANG DE"	"41-3"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"河南安阳"	"小叶长德"	"1986"	"陆国内"	"2028"	"河南"	"72.2"	"中棉所"	"I3A00643"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"70"	"5"	"白"	"S"	"绿"	"1.1"	"97"	"选育"	"39.9"	"10.8"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.7"	"39.10"	"36.40"	"5.10"	"单生"	"粗"	"90.6"	"--"
"1085"	"--"	"--"	"中"	"140"	"8.4"	"灰"	"--"	"--"	"塔"	"有"	"8.6"	"中"	"乳白"	"11708"	"ZM-01014"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"31.9"	"4.1"	"3611"	"31.40"	"S"	"有"	"山东农科院有性杂交育成"	"中"	"11.2"	"7"	"绿"	"--"	"12"	"11.0"	"等于"	"6.0"	"--"	"SHAN NONG 3 HAO"	"31-2"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"山东泰安"	"山农3号"	"1986"	"陆国内"	"1974"	"山东"	"76.7"	"中棉所"	"I3A00644"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"142"	"--"	"白"	"S"	"绿"	"2.0"	"138"	"选育"	"50.2"	"10.2"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"22.3"	"40.00"	"33.00"	"5.60"	"单生"	"中"	"72.2"	"--"
"1086"	"--"	"--"	"强"	"131"	"5.5"	"灰"	"--"	"--"	"塔"	"有"	"--"	"厚"	"乳白"	"11542"	"ZM-01023"	"大"	"Gossypium L.(棉属)"	"紫"	"有"	"乳白"	"圆锥"	"大"	"--"	"--"	"3650"	"34.50"	"S"	"有"	"山东临老赵庄公社系选育成"	"硬"	"16.0"	"--"	"绿"	"--"	"--"	"18.5"	"等于"	"--"	"--"	"WU YI DA LING"	"--"	">45"	"不倒"	"阔叶"	"3"	"--"	"多"	"Malvaceae(锦葵科)"	"山东临清"	"五一大铃"	"1989"	"陆国内"	"--"	"山东"	"--"	"湖北经作所"	"I3A04529"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"33"	"--"	"白"	"S"	"绿"	"1.1"	"--"	"选育"	"--"	"12.2"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"--"	"40.60"	"35.96"	"5.00"	"单生"	"中"	"102.3"	"--"
"1087"	"--"	"--"	"中"	"145"	"6.0"	"灰"	"--"	"--"	"塔"	"有"	"8.7"	"中"	"乳白"	"11636"	"ZM-01038"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.7"	"3.9"	"3932"	"35.40"	"S"	"有"	"河北廊坊所"	"中"	"11.8"	"7"	"绿"	"--"	"11"	"15.0"	"等于"	"6.2"	"--"	"ZHONG 3× HE 3"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"河北廊坊"	"中3×贺3"	"1989"	"陆国内"	"1972"	"河北"	"75.7"	"山西棉花所"	"I3A04241"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"15"	"--"	"乳白"	"T"	"红绿"	"1.4"	"128"	"选育"	"49.2"	"9.5"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"22.4"	"40.70"	"34.40"	"5.00"	"单生"	"中"	"85.0"	"--"
"1088"	"3"	"--"	"中"	"130"	"7.9"	"灰"	"--"	"--"	"塔"	"有"	"9.1"	"中"	"乳白"	"11420"	"ZM-01041"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.4"	"4.7"	"3607"	"33.50"	"S"	"有"	"河南中棉所系选育成"	"中"	"14.4"	"6"	"绿"	"--"	"11"	"14.3"	"等于"	"6.3"	"--"	"ZHONG MIAN SUO 3 HAO"	"41-3"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"河南安阳"	"中棉所3号"	"1986"	"陆国内"	"1741"	"河南"	"72.0"	"中棉所"	"I3A00652"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"70"	"5"	"白"	"S"	"绿"	"1.5"	"119"	"选育"	"52.6"	"10.3"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.6"	"40.50"	"38.00"	"5.00"	"单生"	"中"	"79.3"	"--"
"1089"	"4"	"--"	"中"	"134"	"8.0"	"灰"	"--"	"--"	"塔"	"有"	"8.4"	"中"	"乳白"	"11420"	"ZM-01042"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.6"	"4.2"	"3607"	"35.00"	"S"	"有"	"河南中棉所有性杂交育成"	"中"	"13.3"	"6"	"绿"	"--"	"11"	"12.2"	"高于"	"6.0"	"--"	"ZHONG MIAN SUO 4 HAO"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"河南安阳"	"中棉所4号"	"1986"	"陆国内"	"1677"	"河南"	"75.2"	"中棉所"	"I3A00653"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"70"	"5"	"白"	"S"	"绿"	"1.8"	"115"	"选育"	"52.9"	"11.9"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"17.9"	"39.30"	"39.00"	"5.50"	"单生"	"中"	"93.0"	"--"
"1090"	"--"	"--"	"强"	"140"	"7.0"	"灰"	"--"	"--"	"塔"	"有"	"9.7"	"中"	"乳白"	"11420"	"ZM-01045"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.6"	"4.5"	"3607"	"35.90"	"S"	"有"	"河南中棉所系选育成"	"中"	"12.7"	"6"	"绿"	"--"	"8"	"17.1"	"高于"	"5.9"	"--"	"ZHONG MIAN SUO 7 HAO"	"52-1"	">45"	"不倒"	"阔叶"	"3"	"5"	"多"	"Malvaceae(锦葵科)"	"河南安阳"	"中棉所7号"	"1987"	"陆国内"	"1698"	"河南"	"66.3"	"中棉所"	"I3A01297"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"70"	"--"	"白"	"S"	"绿"	"2.3"	"96"	"选育"	"45.1"	"10.6"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"18.2"	"40.30"	"31.80"	"5.00"	"单生"	"中"	"84.3"	"--"
"1091"	"5"	"--"	"中"	"129"	"4.4"	"绿"	"--"	"--"	"塔"	"有"	"9.6"	"中"	"乳白"	"11714"	"ZM-01046"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.9"	"4.5"	"3416"	"33.60"	"S"	"有"	"江苏徐州农科所"	"硬"	"11.6"	"7"	"绿"	"--"	"11"	"17.4"	"等于"	"5.8"	"--"	"CHANG RONG MIAN ZA JIAO ZHONG"	"26-4"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"江苏徐州"	"长绒棉杂交种"	"1986"	"陆国内"	"1840"	"江苏"	"75.5"	"山西棉花所"	"I3A01056"	"稀"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"34"	"5"	"乳白"	"S"	"绿"	"2.4"	"122"	"选育"	"50.0"	"11.5"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"22.4"	"40.20"	"36.20"	"5.40"	"单生"	"粗"	"77.0"	"--"
"1092"	"--"	"--"	"中"	"135"	"8.1"	"白"	"--"	"--"	"塔"	"有"	"8.4"	"中"	"乳白"	"11531"	"ZM-01049"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.9"	"3.1"	"3851"	"32.20"	"S"	"有"	"河北石家庄"	"中"	"13.2"	"7"	"绿"	"--"	"11"	"16.7"	"高于"	"5.9"	"--"	"CHANG DE ZAO SHU XI"	"31-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"河北保定"	"长德早熟系"	"1986"	"陆国内"	"1906"	"河北"	"78.0"	"中棉所"	"I3A01282"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"35"	"--"	"白"	"S"	"绿"	"1.8"	"128"	"选育"	"48.1"	"13.4"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"18.6"	"39.90"	"33.00"	"6.00"	"单生"	"中"	"78.9"	"--"
"1093"	"--"	"--"	"强"	"140"	"7.2"	"白"	"--"	"--"	"塔"	"有"	"8.6"	"中"	"乳白"	"11420"	"ZM-01051"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"34.1"	"2.9"	"3607"	"32.10"	"S"	"有"	"河南中棉所系选育成"	"中"	"10.2"	"8"	"绿"	"--"	"15"	"10.4"	"等于"	"6.5"	"--"	"CHANG DE 273"	"31-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"河南安阳"	"长德273"	"1986"	"陆国内"	"2081"	"河南"	"77.9"	"中棉所"	"I3A00655"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"70"	"--"	"白"	"S"	"绿"	"1.8"	"155"	"选育"	"48.6"	"11.6"	">3"	"--"	"畅"	"不抗"	"抗"	"长"	"心脏"	"21.9"	"41.10"	"34.00"	"5.80"	"单生"	"中"	"68.2"	"--"
"1094"	"--"	"--"	"强"	"134"	"6.3"	"灰"	"--"	"--"	"塔"	"有"	"10.1"	"中"	"乳白"	"11213"	"ZM-01053"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"26.3"	"5.2"	"3017"	"36.70"	"S"	"有"	"湖北沙市"	"硬"	"20.7"	"7"	"绿"	"--"	"10"	"17.3"	"高于"	"6.2"	"--"	"CHANG XUAN 473"	"32-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"湖北荆州"	"长选473"	"1987"	"陆国内"	"1760"	"湖北"	"73.9"	"湖北经作所"	"I3A02313"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"37"	"--"	"白"	"S"	"绿"	"1.2"	"108"	"选育"	"51.0"	"11.3"	">3"	"--"	"不畅"	"不抗"	"抗"	"短"	"心脏"	"21.5"	"37.10"	"38.25"	"5.20"	"单生"	"细"	"98.0"	"--"
"1095"	"--"	"--"	"强"	"127"	"5.5"	"灰"	"--"	"--"	"塔"	"有"	"9.4"	"厚"	"乳白"	"11420"	"ZM-01058"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆锥"	"大"	"26.4"	"5.4"	"3607"	"37.70"	"S"	"有"	"河南中棉所有性杂交育成"	"硬"	"21.4"	"6"	"绿"	"--"	"9"	"16.2"	"高于"	"6.1"	"--"	"SHUANG JIAO"	"37-3"	">45"	"不倒"	"阔叶"	"2"	"2"	"多"	"Malvaceae(锦葵科)"	"河南安阳"	"双交"	"1987"	"陆国内"	"1637"	"河南"	"72.0"	"湖北经作所"	"I3A02314"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"70"	"--"	"白"	"S"	"绿"	"1.2"	"101"	"选育"	"51.6"	"11.6"	">3"	"--"	"不畅"	"不抗"	"抗"	"短"	"心脏"	"19.8"	"40.00"	"36.25"	"4.50"	"单生"	"中"	"99.3"	"--"
"1096"	"--"	"--"	"强"	"152"	"6.6"	"灰"	"--"	"--"	"塔"	"有"	"8.0"	"中"	"乳白"	"11613"	"ZM-01062"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"30.3"	"3.1"	"4013"	"37.80"	"S"	"有"	"北京良种场"	"中"	"13.5"	"7"	"绿"	"--"	"11"	"10.6"	"低于"	"6.1"	"--"	"BEI JING 2 HAO"	"31-2"	"=45"	"不倒"	"阔叶"	"2"	"1"	"中"	"Malvaceae(锦葵科)"	"北京"	"北京2号"	"1987"	"陆国内"	"1936"	"北京"	"76.9"	"巴州农科所"	"I3A02226"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"65"	"--"	"黄"	"S"	"绿"	"2.0"	"124"	"选育"	"45.7"	"12.7"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"18.7"	"35.10"	"36.70"	"7.40"	"单生"	"中"	"62.3"	"--"
"1097"	"--"	"--"	"中"	"134"	"7.9"	"灰"	"--"	"--"	"筒"	"有"	"8.4"	"中"	"乳白"	"11613"	"ZM-01064"	"小"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.1"	"4.8"	"4013"	"32.60"	"S"	"有"	"北京农大"	"中"	"13.0"	"6"	"绿"	"--"	"11"	"13.0"	"高于"	"6.5"	"--"	"BEI JING NONG DA"	"41-3"	"=45"	"不倒"	"阔叶"	"2"	"1"	"中"	"Malvaceae(锦葵科)"	"北京"	"北京农大"	"1986"	"陆国内"	"1759"	"北京"	"74.8"	"中棉所"	"I3A00658"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"65"	"--"	"白"	"S"	"绿"	"1.0"	"121"	"选育"	"53.4"	"10.3"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"20.6"	"40.80"	"34.80"	"4.50"	"单生"	"中"	"57.4"	"--"
"1098"	"--"	"--"	"强"	"133"	"4.7"	"灰"	"--"	"--"	"塔"	"有"	"8.9"	"中"	"黄"	"11613"	"ZM-01065"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"25.7"	"3.1"	"4013"	"35.50"	"S"	"有"	"华北农科所"	"硬"	"13.4"	"7"	"绿"	"--"	"10"	"16.1"	"低于"	"6.4"	"--"	"PING MIAN -229"	"26-3"	"=45"	"不倒"	"阔叶"	"2"	"1"	"中"	"Malvaceae(锦葵科)"	"北京"	"平棉-229"	"1986"	"陆国内"	"1843"	"北京"	"78.2"	"巴州农科所"	"I3A00074"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"65"	"--"	"黄"	"S"	"绿"	"2.0"	"115"	"选育"	"48.7"	"12.8"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"18.4"	"40.20"	"36.00"	"6.70"	"单生"	"中"	"57.0"	"--"
"1099"	"--"	"--"	"中"	"127"	"7.4"	"灰"	"--"	"--"	"塔"	"有"	"8.4"	"中"	"乳白"	"11707"	"ZM-01067"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"30.1"	"3.6"	"4008"	"31.60"	"S"	"有"	"北京平谷育种场系选育成"	"中"	"14.7"	"7"	"绿"	"--"	"12"	"11.9"	"等于"	"5.8"	"--"	"PING LIANG 42"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"北京平谷"	"平良42"	"1986"	"陆国内"	"1892"	"北京"	"75.2"	"中棉所"	"I3A00659"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"29"	"--"	"白"	"S"	"绿"	"1.0"	"129"	"选育"	"49.6"	"10.4"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.9"	"39.50"	"38.00"	"6.00"	"单生"	"中"	"82.6"	"--"
"1100"	"--"	"--"	"中"	"138"	"8.6"	"灰"	"--"	"--"	"塔"	"有"	"9.6"	"中"	"乳白"	"11425"	"ZM-01073"	"大"	"Gossypium L.(棉属)"	"紫"	"有"	"乳白"	"卵圆"	"大"	"25.9"	"4.8"	"3802"	"34.70"	"S"	"有"	"河北农场有性杂交育成"	"硬"	"15.2"	"7"	"绿"	"--"	"9"	"14.3"	"等于"	"6.1"	"--"	"SHI DUAN 1 HAO"	"42-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"河北石家庄"	"石短1号"	"1986"	"陆国内"	"1742"	"河北"	"70.3"	"湖北经作所"	"I3A04261"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"36"	"--"	"白"	"S"	"绿"	"2.9"	"105"	"选育"	"52.1"	"12.0"	">3"	"--"	"畅"	"抗"	"抗"	"中"	"心脏"	"20.3"	"34.00"	"34.00"	"4.50"	"单生"	"中"	"111.0"	"--"
